route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id
GDR_G1,3,430,,,0
GDR_G1,3,431,,,0
GDR_G1,3,432,,,0
GDR_G1,3,433,,,0
GDR_G1,3,434,,,0
GDR_G1,3,435,,,0
GDR_G1,3,436,,,0
GDR_G1,3,437,,,0
GDR_G1,3,438,,,0
GDR_G1,3,439,,,0
GDR_G1,3,440,,,0
GDR_G1,3,441,,,0
GDR_G1,3,442,,,0
GDR_G1,3,443,,,0
GDR_G1,3,444,,,0
GDR_G1,3,445,,,0
GDR_G1,3,446,,,0
GDR_G1,3,447,,,0
GDR_G1,3,448,,,0
GDR_G1,3,449,,,0
GDR_G1,3,450,,,0
GDR_G1,3,451,,,0
GDR_G1,3,452,,,0
GDR_G1,3,453,,,0
GDR_G1,3,454,,,0
GDR_G1,3,455,,,0
GDR_G1,3,456,,,0
GDR_G1,3,457,,,0
GDR_G1,3,458,,,0
GDR_G1,3,459,,,1
GDR_G1,3,460,,,1
GDR_G1,3,461,,,1
GDR_G1,3,462,,,1
GDR_G1,3,463,,,1
GDR_G1,3,464,,,1
GDR_G1,3,465,,,1
GDR_G1,3,466,,,1
GDR_G1,3,467,,,1
GDR_G1,3,468,,,1
GDR_G1,3,469,,,1
GDR_G1,3,470,,,1
GDR_G1,3,471,,,1
GDR_G1,3,472,,,1
GDR_G1,3,473,,,1
GDR_G1,3,474,,,1
GDR_G1,3,475,,,1
GDR_G1,3,476,,,1
GDR_G1,3,477,,,1
GDR_G1,3,478,,,1
GDR_G1,3,479,,,1
GDR_G1,3,480,,,1
GDR_G1,3,481,,,1
GDR_G1,3,482,,,1
GDR_G1,3,483,,,1
GDR_G1,3,484,,,1
GDR_G1,3,485,,,1
GDR_G1,3,486,,,1
GDR_G1,3,487,,,1
GDR_G1,3,488,,,1
GDR_G1,3,489,,,1
GDR_G1,3,490,,,1
GDR_G1,3,491,,,1
GDR_G1,3,492,,,1
GDR_G1,3,493,,,1
GDR_G1,3,494,,,1
GDR_G1,3,495,,,1
GDR_G1,3,496,,,1
GDR_G1,3,497,,,1
GDR_G1,3,498,,,1
GDR_G1,3,499,,,1
GDR_G1,3,500,,,1
GDR_G1,3,501,,,1
GDR_G1,3,502,,,1
GDR_G1,3,503,,,1
GDR_G2,1,504,,,0
GDR_G2,1,505,,,0
GDR_G2,1,506,,,0
GDR_G2,1,507,,,0
GDR_G2,1,508,,,0
GDR_G2,1,509,,,0
GDR_G2,1,510,,,0
GDR_G2,1,511,,,0
GDR_G2,1,512,,,0
GDR_G2,1,513,,,0
GDR_G2,1,514,,,0
GDR_G2,1,515,,,0
GDR_G2,1,516,,,0
GDR_G2,1,517,,,0
GDR_G2,1,518,,,0
GDR_G2,1,519,,,0
GDR_G2,1,520,,,0
GDR_G2,1,521,,,0
GDR_G2,1,522,,,0
GDR_G2,1,523,,,0
GDR_G2,1,524,,,0
GDR_G2,1,525,,,0
GDR_G2,1,526,,,0
GDR_G2,1,527,,,0
GDR_G2,1,528,,,0
GDR_G2,1,529,,,0
GDR_G2,1,530,,,0
GDR_G2,1,531,,,0
GDR_G2,1,532,,,0
GDR_G2,1,533,,,0
GDR_G2,1,534,,,0
GDR_G2,1,535,,,0
GDR_G2,1,536,,,0
GDR_G2,1,537,,,0
GDR_G2,1,538,,,0
GDR_G2,1,539,,,0
GDR_G2,1,540,,,0
GDR_G2,1,541,,,0
GDR_G2,1,542,,,0
GDR_G2,1,543,,,0
GDR_G2,1,544,,,0
GDR_G2,1,545,,,0
GDR_G2,1,546,,,0
GDR_G2,1,547,,,0
GDR_G2,1,548,,,0
GDR_G2,1,549,,,0
GDR_G2,1,550,,,0
GDR_G2,1,551,,,0
GDR_G2,1,552,,,1
GDR_G2,1,553,,,1
GDR_G2,1,554,,,1
GDR_G2,1,555,,,1
GDR_G2,1,556,,,1
GDR_G2,1,557,,,1
GDR_G2,1,558,,,1
GDR_G2,1,559,,,1
GDR_G2,1,560,,,1
GDR_G2,1,561,,,1
GDR_G2,1,562,,,1
GDR_G2,1,563,,,1
GDR_G2,1,564,,,1
GDR_G2,1,565,,,1
GDR_G2,1,566,,,1
GDR_G2,1,567,,,1
GDR_G2,1,568,,,1
GDR_G2,1,569,,,1
GDR_G2,1,570,,,1
GDR_G2,1,571,,,1
GDR_G2,1,572,,,1
GDR_G2,1,573,,,1
GDR_G2,1,574,,,1
GDR_G2,1,575,,,1
GDR_G2,1,576,,,1
GDR_G2,1,577,,,1
GDR_G2,1,578,,,1
GDR_G2,1,579,,,1
GDR_G2,1,580,,,1
GDR_G2,1,581,,,1
GDR_G2,1,582,,,1
GDR_G2,1,583,,,1
GDR_G2,1,584,,,1
GDR_G2,1,585,,,1
GDR_G2,1,586,,,1
GDR_G2,1,587,,,1
GDR_G2,1,588,,,1
GDR_G2,1,589,,,1
GDR_G2,1,590,,,1
GDR_G2,1,591,,,1
GDR_G2,1,592,,,1
GDR_G2,1,593,,,1
GDR_G2,1,594,,,1
GDR_G2,1,595,,,1
GDR_G2,1,596,,,1
GDR_G2,2,597,,,0
GDR_G2,2,598,,,0
GDR_G2,2,599,,,0
GDR_G2,2,600,,,0
GDR_G2,2,601,,,0
GDR_G2,2,602,,,0
GDR_G2,2,603,,,0
GDR_G2,2,604,,,0
GDR_G2,2,605,,,0
GDR_G2,2,606,,,0
GDR_G2,2,607,,,0
GDR_G2,2,608,,,0
GDR_G2,2,609,,,0
GDR_G2,2,610,,,0
GDR_G2,2,611,,,0
GDR_G2,2,612,,,0
GDR_G2,2,613,,,0
GDR_G2,2,614,,,0
GDR_G2,2,615,,,0
GDR_G2,2,616,,,0
GDR_G2,2,617,,,0
GDR_G2,2,618,,,0
GDR_G2,2,619,,,0
GDR_G2,2,620,,,0
GDR_G2,2,621,,,0
GDR_G2,2,622,,,0
GDR_G2,2,623,,,0
GDR_G2,2,624,,,0
GDR_G2,2,625,,,0
GDR_G2,2,626,,,0
GDR_G2,2,627,,,0
GDR_G2,2,628,,,0
GDR_G2,2,629,,,1
GDR_G2,2,630,,,1
GDR_G2,2,631,,,1
GDR_G2,2,632,,,1
GDR_G2,2,633,,,1
GDR_G2,2,634,,,1
GDR_G2,2,635,,,1
GDR_G2,2,636,,,1
GDR_G2,2,637,,,1
GDR_G2,2,638,,,1
GDR_G2,2,639,,,1
GDR_G2,2,640,,,1
GDR_G2,2,641,,,1
GDR_G2,2,642,,,1
GDR_G2,2,643,,,1
GDR_G2,2,644,,,1
GDR_G2,2,645,,,1
GDR_G2,2,646,,,1
GDR_G2,2,647,,,1
GDR_G2,2,648,,,1
GDR_G2,2,649,,,1
GDR_G2,2,650,,,1
GDR_G2,2,651,,,1
GDR_G2,2,652,,,1
GDR_G2,2,653,,,1
GDR_G2,2,654,,,1
GDR_G2,2,655,,,1
GDR_G2,2,656,,,1
GDR_G2,2,657,,,1
GDR_G2,2,658,,,1
GDR_G2,2,659,,,1
GDR_G2,2,660,,,1
GDR_G2,3,661,,,0
GDR_G2,3,662,,,0
GDR_G2,3,663,,,0
GDR_G2,3,664,,,0
GDR_G2,3,665,,,0
GDR_G2,3,666,,,0
GDR_G2,3,667,,,0
GDR_G2,3,668,,,0
GDR_G2,3,669,,,0
GDR_G2,3,670,,,0
GDR_G2,3,671,,,0
GDR_G2,3,672,,,0
GDR_G2,3,673,,,0
GDR_G2,3,674,,,0
GDR_G2,3,675,,,0
GDR_G2,3,676,,,0
GDR_G2,3,677,,,0
GDR_G2,3,678,,,0
GDR_G2,3,679,,,0
GDR_G2,3,680,,,0
GDR_G2,3,681,,,0
GDR_G2,3,682,,,0
GDR_G2,3,683,,,0
GDR_G2,3,684,,,0
GDR_G2,3,685,,,0
GDR_G2,3,686,,,1
GDR_G2,3,687,,,1
GDR_G2,3,688,,,1
GDR_G2,3,689,,,1
GDR_G2,3,690,,,1
GDR_G2,3,691,,,1
GDR_G2,3,692,,,1
GDR_G2,3,693,,,1
GDR_G2,3,694,,,1
GDR_G2,3,695,,,1
GDR_G2,3,696,,,1
GDR_G2,3,697,,,1
GDR_G2,3,698,,,1
GDR_G2,3,699,,,1
GDR_G2,3,700,,,1
GDR_G2,3,701,,,1
GDR_G2,3,702,,,1
GDR_G2,3,703,,,1
GDR_G2,3,704,,,1
GDR_G2,3,705,,,1
GDR_G2,3,706,,,1
GDR_G2,3,707,,,1
GDR_G2,3,708,,,1
GDR_G2,3,709,,,1
GDR_G2,3,710,,,1
