ANode,BNode,LinkID
31602,42496,31602_42496
31603,30659,31603_30659
31603,31623,31603_31623
31604,36433,31604_36433
31604,43376,31604_43376
31604,31608,31604_31608
31605,31667,31605_31667
31605,42925,31605_42925
31606,35195,31606_35195
31606,31696,31606_31696
31606,31680,31606_31680
31607,31761,31607_31761
31607,42907,31607_42907
31607,39699,31607_39699
31608,31604,31608_31604
31608,31432,31608_31432
31609,31457,31609_31457
31609,31610,31609_31610
31610,31609,31610_31609
31610,34564,31610_34564
31610,31622,31610_31622
31611,42908,31611_42908
31611,31612,31611_31612
31612,31611,31612_31611
31612,38628,31612_38628
31612,31628,31612_31628
31613,30575,31613_30575
31613,33697,31613_33697
31613,31584,31613_31584
31614,30700,31614_30700
31614,43315,31614_43315
31614,30790,31614_30790
31614,31576,31614_31576
31615,31769,31615_31769
31615,36157,31615_36157
31615,31749,31615_31749
31616,31646,31616_31646
31616,30686,31616_30686
31616,37830,31616_37830
31617,41649,31617_41649
31617,30579,31617_30579
31618,30634,31618_30634
31618,31643,31618_31643
31619,30619,31619_30619
31619,39799,31619_39799
31619,31642,31619_31642
31620,31233,31620_31233
31620,30580,31620_30580
31621,31630,31621_31630
31621,31479,31621_31479
31622,31610,31622_31610
31622,31708,31622_31708
31623,39276,31623_39276
31623,31603,31623_31603
31623,43354,31623_43354
31624,31594,31624_31594
31624,31595,31624_31595
31625,42909,31625_42909
31625,30292,31625_30292
31626,30644,31626_30644
31626,30598,31626_30598
31627,43282,31627_43282
31627,32092,31627_32092
31628,31612,31628_31612
31628,31632,31628_31632
31629,31707,31629_31707
31629,31668,31629_31668
31630,41082,31630_41082
31630,31693,31630_31693
31630,31621,31630_31621
31631,31599,31631_31599
31631,36442,31631_36442
31631,31739,31631_31739
31632,31628,31632_31628
31632,31592,31632_31592
31633,31634,31633_31634
31633,30659,31633_30659
31633,37314,31633_37314
31634,31710,31634_31710
31634,31633,31634_31633
31635,42910,31635_42910
31635,30678,31635_30678
31636,30694,31636_30694
31636,30679,31636_30679
31637,31638,31637_31638
31637,36089,31637_36089
31637,31559,31637_31559
31638,31711,31638_31711
31638,31637,31638_31637
31639,31523,31639_31523
31639,35448,31639_35448
31639,30586,31639_30586
31640,41596,31640_41596
31640,31439,31640_31439
31641,30582,31641_30582
31641,31647,31641_31647
31642,31619,31642_31619
31642,31362,31642_31362
31643,31618,31643_31618
31643,31688,31643_31688
31643,42210,31643_42210
31644,31649,31644_31649
31644,30620,31644_30620
31645,30622,31645_30622
31645,35479,31645_35479
31645,30685,31645_30685
31646,31673,31646_31673
31646,31616,31646_31616
31647,36515,31647_36515
31647,31641,31647_31641
31647,31648,31647_31648
31648,31647,31648_31647
31648,30652,31648_30652
31649,30666,31649_30666
31649,31644,31649_31644
31650,31770,31650_31770
31650,39231,31650_39231
31650,31718,31650_31718
31651,31571,31651_31571
31651,43355,31651_43355
31652,30585,31652_30585
31652,41040,31652_41040
31652,43376,31652_43376
31653,31654,31653_31654
31653,30668,31653_30668
31654,31588,31654_31588
31654,31653,31654_31653
31654,37778,31654_37778
31655,31595,31655_31595
31655,42911,31655_42911
31656,31765,31656_31765
31656,32479,31656_32479
31657,31592,31657_31592
31657,36215,31657_36215
31657,30657,31657_30657
31658,42912,31658_42912
31658,31555,31658_31555
31659,31524,31659_31524
31659,30645,31659_30645
31660,31518,31660_31518
31660,31260,31660_31260
31661,42904,31661_42904
31661,42914,31661_42914
31662,42915,31662_42915
31662,31591,31662_31591
31663,31561,31663_31561
31663,31665,31663_31665
31664,40048,31664_40048
31664,31666,31664_31666
31665,31663,31665_31663
31665,38209,31665_38209
31666,31664,31666_31664
31666,39889,31666_39889
31666,30602,31666_30602
31667,30547,31667_30547
31667,31605,31667_31605
31668,31629,31668_31629
31668,31742,31668_31742
31669,30669,31669_30669
31669,30642,31669_30642
31670,30599,31670_30599
31670,31692,31670_31692
31671,31728,31671_31728
31671,41647,31671_41647
31672,31725,31672_31725
31672,31724,31672_31724
31673,30623,31673_30623
31673,31788,31673_31788
31673,31646,31673_31646
31674,30708,31674_30708
31674,42464,31674_42464
31674,42896,31674_42896
31675,30626,31675_30626
31675,38420,31675_38420
31675,31726,31675_31726
31676,43839,31676_43839
31676,30547,31676_30547
31677,30592,31677_30592
31677,30656,31677_30656
31678,40001,31678_40001
31678,30594,31678_30594
31678,42763,31678_42763
31679,30656,31679_30656
31679,31752,31679_31752
31680,40475,31680_40475
31680,31606,31680_31606
31680,31577,31680_31577
31681,41543,31681_41543
31681,30671,31681_30671
31682,42916,31682_42916
31682,30600,31682_30600
31683,30612,31683_30612
31683,39566,31683_39566
31684,31479,31684_31479
31684,42917,31684_42917
31684,43602,31684_43602
31685,31698,31685_31698
31685,32382,31685_32382
31686,30703,31686_30703
31686,32482,31686_32482
31687,30664,31687_30664
31687,30607,31687_30607
31688,31643,31688_31643
31688,31602,31688_31602
31689,31714,31689_31714
31689,31548,31689_31548
31690,34823,31690_34823
31690,32483,31690_32483
31690,30688,31690_30688
31691,31731,31691_31731
31691,31732,31691_31732
31692,43373,31692_43373
31692,40808,31692_40808
31692,31670,31692_31670
31693,30661,31693_30661
31693,41084,31693_41084
31693,31630,31693_31630
31694,31602,31694_31602
31694,43353,31694_43353
31694,34399,31694_34399
31695,30615,31695_30615
31695,31737,31695_31737
31696,42918,31696_42918
31696,31606,31696_31606
31697,31719,31697_31719
31697,30623,31697_30623
31697,39590,31697_39590
31698,30672,31698_30672
31698,31685,31698_31685
31699,31554,31699_31554
31699,31451,31699_31451
31700,42905,31700_42905
31700,31760,31700_31760
31701,31745,31701_31745
31701,30614,31701_30614
31702,32496,31702_32496
31702,35973,31702_35973
31702,42919,31702_42919
31702,35974,31702_35974
31703,31757,31703_31757
31703,42920,31703_42920
31704,31455,31704_31455
31704,30673,31704_30673
31705,30640,31705_30640
31705,31547,31705_31547
31706,43575,31706_43575
31706,32477,31706_32477
31706,31599,31706_31599
31707,31750,31707_31750
31707,31629,31707_31629
31708,31622,31708_31622
31708,34714,31708_34714
31708,31438,31708_31438
31709,30683,31709_30683
31709,31716,31709_31716
31710,30678,31710_30678
31710,31634,31710_31634
31711,30682,31711_30682
31711,34496,31711_34496
31711,31638,31711_31638
31712,30579,31712_30579
31712,30572,31712_30572
31713,31585,31713_31585
31713,30610,31713_30610
31714,60090,31714_60090
31714,61783,31714_61783
31714,31689,31714_31689
31715,30681,31715_30681
31715,30683,31715_30683
31716,31709,31716_31709
31716,30641,31716_30641
31717,42120,31717_42120
31717,31560,31717_31560
31718,31650,31718_31650
31718,38567,31718_38567
31719,42921,31719_42921
31719,31697,31719_31697
31720,32070,31720_32070
31720,43378,31720_43378
31720,32069,31720_32069
31721,42922,31721_42922
31721,42832,31721_42832
31722,31723,31722_31723
31722,31565,31722_31565
31723,31580,31723_31580
31723,31722,31723_31722
31724,31672,31724_31672
31724,39202,31724_39202
31724,42923,31724_42923
31725,30625,31725_30625
31725,31672,31725_31672
31725,37706,31725_37706
31726,31675,31726_31675
31726,30625,31726_30625
31726,39042,31726_39042
31727,30567,31727_30567
31727,31567,31727_31567
31728,30627,31728_30627
31728,31671,31728_31671
31729,32491,31729_32491
31729,34417,31729_34417
31729,70013,31729_70013
31730,30605,31730_30605
31730,42924,31730_42924
31731,39566,31731_39566
31731,31691,31731_31691
31732,31691,31732_31691
31732,42916,31732_42916
31733,31521,31733_31521
31733,30644,31733_30644
31734,43357,31734_43357
31734,31743,31734_31743
31735,42925,31735_42925
31735,31753,31735_31753
31736,31520,31736_31520
31736,39976,31736_39976
31736,43356,31736_43356
31737,32281,31737_32281
31737,31695,31737_31695
31737,30637,31737_30637
31738,31454,31738_31454
31738,30609,31738_30609
31739,31631,31739_31631
31739,31561,31739_31561
31740,30693,31740_30693
31740,31475,31740_31475
31741,30604,31741_30604
31741,31522,31741_31522
31742,31668,31742_31668
31742,31596,31742_31596
31743,31734,31743_31734
31743,31744,31743_31744
31744,31743,31744_31743
31744,30681,31744_30681
31745,32476,31745_32476
31745,34152,31745_34152
31745,31701,31745_31701
31746,38209,31746_38209
31746,40048,31746_40048
31747,31572,31747_31572
31747,30693,31747_30693
31748,32475,31748_32475
31748,37558,31748_37558
31748,31452,31748_31452
31749,31615,31749_31615
31749,43375,31749_43375
31749,35487,31749_35487
31750,30645,31750_30645
31750,31707,31750_31707
31751,36547,31751_36547
31751,30646,31751_30646
31751,31558,31751_31558
31752,31679,31752_31679
31752,30594,31752_30594
31753,31735,31753_31735
31753,31755,31753_31755
31754,30596,31754_30596
31754,41044,31754_41044
31755,31753,31755_31753
31755,30596,31755_30596
31756,31234,31756_31234
31756,31578,31756_31578
31757,30709,31757_30709
31757,31703,31757_31703
31758,42907,31758_42907
31758,30699,31758_30699
31759,31582,31759_31582
31759,42926,31759_42926
31760,31700,31760_31700
31760,42138,31760_42138
31761,40462,31761_40462
31761,31607,31761_31607
31762,30577,31762_30577
31762,31763,31762_31763
31763,31762,31763_31762
31763,30663,31763_30663
31764,30590,31764_30590
31764,31601,31764_31601
31764,38694,31764_38694
31765,30631,31765_30631
31765,31656,31765_31656
31766,31523,31766_31523
31766,31447,31766_31447
31767,30650,31767_30650
31767,38563,31767_38563
31767,31590,31767_31590
31768,30707,31768_30707
31768,31588,31768_31588
31769,43602,31769_43602
31769,42917,31769_42917
31769,39748,31769_39748
31769,31615,31769_31615
31770,37742,31770_37742
31770,42920,31770_42920
31770,42265,31770_42265
31770,31650,31770_31650
31771,30679,31771_30679
31771,42910,31771_42910
31772,31096,31772_31096
31772,32381,31772_32381
31773,31181,31773_31181
31773,32043,31773_32043
31774,41471,31774_41471
31774,32359,31774_32359
31775,42927,31775_42927
31775,31777,31775_31777
31776,32040,31776_32040
31776,31437,31776_31437
31777,31775,31777_31775
31777,39288,31777_39288
31777,30777,31777_30777
31778,41666,31778_41666
31778,42928,31778_42928
31779,30374,31779_30374
31780,30290,31780_30290
31780,30990,31780_30990
31780,30321,31780_30321
31781,30877,31781_30877
31781,42080,31781_42080
31781,32037,31781_32037
31782,31010,31782_31010
31782,42929,31782_42929
31783,31009,31783_31009
31783,42755,31783_42755
31784,31531,31784_31531
31784,38738,31784_38738
31785,32404,31785_32404
31785,42930,31785_42930
31786,42931,31786_42931
31786,30747,31786_30747
31787,43001,31787_43001
31787,43709,31787_43709
31787,32339,31787_32339
31788,32340,31788_32340
31788,31673,31788_31673
31789,31410,31789_31410
31789,32132,31789_32132
31790,31889,31790_31889
31790,32161,31790_32161
31791,30989,31791_30989
31791,31154,31791_31154
31792,31445,31792_31445
31792,31228,31792_31228
31793,32347,31793_32347
31793,31885,31793_31885
31794,31480,31794_31480
31794,31416,31794_31416
31795,32093,31795_32093
31795,32490,31795_32490
31796,30982,31796_30982
31796,31143,31796_31143
31797,32118,31797_32118
31797,39589,31797_39589
31797,32117,31797_32117
31798,31400,31798_31400
31798,30931,31798_30931
31799,31800,31799_31800
31799,32131,31799_32131
31800,31553,31800_31553
31800,31799,31800_31799
31801,31812,31801_31812
31801,30902,31801_30902
31802,31008,31802_31008
31802,32501,31802_32501
31803,31538,31803_31538
31803,31158,31803_31158
31803,40170,31803_40170
31804,32085,31804_32085
31804,30716,31804_30716
31805,32123,31805_32123
31805,42932,31805_42932
31806,42933,31806_42933
31806,30894,31806_30894
31807,42934,31807_42934
31807,31551,31807_31551
31808,42067,31808_42067
31808,30929,31808_30929
31809,31156,31809_31156
31809,30710,31809_30710
31810,30959,31810_30959
31810,30733,31810_30733
31811,31201,31811_31201
31811,32398,31811_32398
31812,31937,31812_31937
31812,36091,31812_36091
31812,31801,31812_31801
31813,32175,31813_32175
31813,40744,31813_40744
31813,32333,31813_32333
31814,30953,31814_30953
31814,40344,31814_40344
31814,32187,31814_32187
31815,31402,31815_31402
31815,31090,31815_31090
31816,30962,31816_30962
31816,32018,31816_32018
31817,31833,31817_31833
31817,31305,31817_31305
31818,30714,31818_30714
31818,30899,31818_30899
31818,38739,31818_38739
31819,31172,31819_31172
31819,31091,31819_31091
31820,31347,31820_31347
31820,31379,31820_31379
31821,42760,31821_42760
31821,31277,31821_31277
31822,32027,31822_32027
31822,40220,31822_40220
31822,32025,31822_32025
31823,41512,31823_41512
31823,31188,31823_31188
31824,31825,31824_31825
31824,31826,31824_31826
31825,31824,31825_31824
31825,40618,31825_40618
31825,32072,31825_32072
31826,31824,31826_31824
31826,31372,31826_31372
31827,31064,31827_31064
31827,30975,31827_30975
31828,30843,31828_30843
31828,31052,31828_31052
31829,42935,31829_42935
31829,30725,31829_30725
31830,42487,31830_42487
31830,31831,31830_31831
31830,37812,31830_37812
31831,31830,31831_31830
31831,41677,31831_41677
31832,32028,31832_32028
31832,31415,31832_31415
31833,31817,31833_31817
31833,30728,31833_30728
31834,42936,31834_42936
31834,31030,31834_31030
31835,31170,31835_31170
31835,32330,31835_32330
31836,31416,31836_31416
31836,32089,31836_32089
31836,36071,31836_36071
31837,31849,31837_31849
31837,32259,31837_32259
31838,31402,31838_31402
31838,31839,31838_31839
31839,31838,31839_31838
31839,31841,31839_31841
31840,31105,31840_31105
31840,32084,31840_32084
31841,31839,31841_31839
31841,32014,31841_32014
31842,31843,31842_31843
31842,42951,31842_42951
31843,32206,31843_32206
31843,31842,31843_31842
31844,32075,31844_32075
31844,32142,31844_32142
31845,31231,31845_31231
31845,31374,31845_31374
31846,35359,31846_35359
31846,32470,31846_32470
31846,42937,31846_42937
31847,31962,31847_31962
31847,40025,31847_40025
31847,32279,31847_32279
31848,42941,31848_42941
31848,32432,31848_32432
31849,32332,31849_32332
31849,31837,31849_31837
31850,31871,31850_31871
31850,40796,31850_40796
31850,30861,31850_30861
31851,42773,31851_42773
31851,32196,31851_32196
31852,39617,31852_39617
31852,31861,31852_31861
31852,42938,31852_42938
31853,30734,31853_30734
31853,30780,31853_30780
31854,32283,31854_32283
31854,42939,31854_42939
31855,31198,31855_31198
31855,39235,31855_39235
31855,39258,31855_39258
31856,32120,31856_32120
31856,31950,31856_31950
31856,41111,31856_41111
31857,32080,31857_32080
31857,32078,31857_32078
31858,42256,31858_42256
31858,43371,31858_43371
31859,32298,31859_32298
31859,30980,31859_30980
31860,31117,31860_31117
31860,32298,31860_32298
31861,42776,31861_42776
31861,31852,31861_31852
31862,31186,31862_31186
31862,31881,31862_31881
31863,30897,31863_30897
31863,30973,31863_30973
31864,41377,31864_41377
31864,30940,31864_30940
31865,32074,31865_32074
31865,31882,31865_31882
31866,31193,31866_31193
31866,31178,31866_31178
31867,31982,31867_31982
31867,35698,31867_35698
31868,31995,31868_31995
31868,32294,31868_32294
31869,42940,31869_42940
31869,30745,31869_30745
31870,31422,31870_31422
31870,31871,31870_31871
31871,31870,31871_31870
31871,31850,31871_31850
31872,31877,31872_31877
31872,42941,31872_42941
31873,42766,31873_42766
31873,32098,31873_32098
31874,41605,31874_41605
31874,31884,31874_31884
31875,32355,31875_32355
31875,32353,31875_32353
31876,30942,31876_30942
31876,30834,31876_30834
31877,30772,31877_30772
31877,31872,31877_31872
31878,42930,31878_42930
31878,30883,31878_30883
31879,31011,31879_31011
31879,31191,31879_31191
31880,41510,31880_41510
31881,31862,31881_31862
31881,32284,31881_32284
31882,31865,31882_31865
31882,42942,31882_42942
31883,31187,31883_31187
31884,31874,31884_31874
31884,42551,31884_42551
31885,31793,31885_31793
31885,42944,31885_42944
31886,30957,31886_30957
31886,42290,31886_42290
31886,31183,31886_31183
31887,31225,31887_31225
31887,30812,31887_30812
31888,43358,31888_43358
31888,31887,31888_31887
31889,31388,31889_31388
31889,31790,31889_31790
31890,30739,31890_30739
31890,31378,31890_31378
31891,30811,31891_30811
31891,39810,31891_39810
31891,30873,31891_30873
31892,32268,31892_32268
31892,32267,31892_32267
31893,30551,31893_30551
31893,43795,31893_43795
31893,32306,31893_32306
31894,30894,31894_30894
31894,70014,31894_70014
31895,32147,31895_32147
31895,38796,31895_38796
31895,32252,31895_32252
31896,32100,31896_32100
31896,32149,31896_32149
31897,31419,31897_31419
31897,40568,31897_40568
31897,30895,31897_30895
31898,30851,31898_30851
31898,60196,31898_60196
31898,40580,31898_40580
31899,31900,31899_31900
31899,31477,31899_31477
31899,31072,31899_31072
31900,31477,31900_31477
31900,31899,31900_31899
31900,43846,31900_43846
31901,30901,31901_30901
31901,32027,31901_32027
31902,43846,31902_43846
31902,30901,31902_30901
31903,31115,31903_31115
31903,40187,31903_40187
31904,30861,31904_30861
31904,40572,31904_40572
31904,30550,31904_30550
31905,32163,31905_32163
31905,31056,31905_31056
31906,31046,31906_31046
31906,42945,31906_42945
31907,32155,31907_32155
31907,31161,31907_31161
31908,32141,31908_32141
31908,42493,31908_42493
31909,30980,31909_30980
31909,41517,31909_41517
31910,31184,31910_31184
31910,32283,31910_32283
31911,32158,31911_32158
31911,39126,31911_39126
31911,42946,31911_42946
31912,31914,31912_31914
31912,31913,31912_31913
31913,31912,31913_31912
31913,31247,31913_31247
31914,30744,31914_30744
31914,31912,31914_31912
31915,42947,31915_42947
31915,60243,31915_60243
31916,30721,31916_30721
31916,42448,31916_42448
31917,42948,31917_42948
31917,31063,31917_31063
31918,31994,31918_31994
31918,30937,31918_30937
31919,30860,31919_30860
31919,31060,31919_31060
31920,30740,31920_30740
31920,31062,31920_31062
31921,32245,31921_32245
31921,32164,31921_32164
31921,43578,31921_43578
31922,31389,31922_31389
31922,32162,31922_32162
31923,42095,31923_42095
31923,30852,31923_30852
31924,31063,31924_31063
31924,43016,31924_43016
31925,36147,31925_36147
31925,31071,31925_31071
31925,31070,31925_31070
31926,42949,31926_42949
31926,31934,31926_31934
31927,32346,31927_32346
31928,31146,31928_31146
31928,32173,31928_32173
31928,39577,31928_39577
31929,30733,31929_30733
31929,31556,31929_31556
31930,31946,31930_31946
31930,31086,31930_31086
31931,31171,31931_31171
31931,30934,31931_30934
31932,32068,31932_32068
31932,42992,31932_42992
31933,31057,31933_31057
31933,32235,31933_32235
31934,31926,31934_31926
31934,32345,31934_32345
31934,40967,31934_40967
31935,32179,31935_32179
31935,32180,31935_32180
31936,32180,31936_32180
31936,30905,31936_30905
31937,31082,31937_31082
31937,31812,31937_31812
31938,32315,31938_32315
31938,34994,31938_34994
31938,32181,31938_32181
31939,31478,31939_31478
31939,36209,31939_36209
31939,31942,31939_31942
31940,31085,31940_31085
31940,31083,31940_31083
31940,41097,31940_41097
31941,32202,31941_32202
31941,31943,31941_31943
31942,31939,31942_31939
31942,31460,31942_31460
31943,31941,31943_31941
31943,32096,31943_32096
31944,35984,31944_35984
31944,43380,31944_43380
31944,34563,31944_34563
31945,32004,31945_32004
31945,31151,31945_31151
31946,30867,31946_30867
31946,31930,31946_31930
31947,30910,31947_30910
31947,31535,31947_31535
31948,31953,31948_31953
31948,30971,31948_30971
31949,30844,31949_30844
31949,31102,31949_31102
31950,31856,31950_31856
31950,31209,31950_31209
31951,30916,31951_30916
31951,42950,31951_42950
31951,35400,31951_35400
31952,30764,31952_30764
31952,32021,31952_32021
31953,42794,31953_42794
31953,31948,31953_31948
31954,32190,31954_32190
31954,32183,31954_32183
31955,30921,31955_30921
31955,31468,31955_31468
31956,42267,31956_42267
31956,30563,31956_30563
31957,31101,31957_31101
31957,32105,31957_32105
31958,31964,31958_31964
31958,34596,31958_34596
31958,31205,31958_31205
31959,39221,31959_39221
31959,32203,31959_32203
31959,31200,31959_31200
31960,32512,31960_32512
31960,32090,31960_32090
31960,32205,31960_32205
31961,32304,31961_32304
31961,30956,31961_30956
31962,42951,31962_42951
31962,31847,31962_31847
31963,32341,31963_32341
31963,32207,31963_32207
31964,31203,31964_31203
31964,31958,31964_31958
31965,41522,31965_41522
31965,31422,31965_31422
31966,42541,31966_42541
31966,30925,31966_30925
31966,31239,31966_31239
31967,33836,31967_33836
31967,31480,31967_31480
31967,30916,31967_30916
31968,42952,31968_42952
31968,32489,31968_32489
31969,31971,31969_31971
31969,31110,31969_31110
31969,41053,31969_41053
31970,41054,31970_41054
31970,42480,31970_42480
31970,32212,31970_32212
31971,32212,31971_32212
31971,31969,31971_31969
31972,39925,31972_39925
31972,38816,31972_38816
31973,42953,31973_42953
31973,32093,31973_32093
31974,33883,31974_33883
31974,31538,31974_31538
31975,32213,31975_32213
31975,32117,31975_32117
31975,30926,31975_30926
31976,32006,31976_32006
31976,32215,31976_32215
31977,30927,31977_30927
31977,30821,31977_30821
31978,31412,31978_31412
31978,41662,31978_41662
31979,31552,31979_31552
31979,31128,31979_31128
31980,30765,31980_30765
31980,31388,31980_31388
31981,32310,31981_32310
31981,32218,31981_32218
31981,31113,31981_31113
31982,32224,31982_32224
31982,34030,31982_34030
31982,31867,31982_31867
31983,42954,31983_42954
31983,31472,31983_31472
31984,30835,31984_30835
31984,30802,31984_30802
31985,32091,31985_32091
31985,36122,31985_36122
31985,42955,31985_42955
31986,42956,31986_42956
31986,30941,31986_30941
31987,31042,31987_31042
31987,42501,31987_42501
31987,31121,31987_31121
31988,31129,31988_31129
31988,32022,31988_32022
31989,31214,31989_31214
31989,42687,31989_42687
31990,30804,31990_30804
31990,30738,31990_30738
31991,42687,31991_42687
31991,32299,31991_32299
31992,32300,31992_32300
31992,30804,31992_30804
31993,32261,31993_32261
31993,36528,31993_36528
31993,31028,31993_31028
31994,32166,31994_32166
31994,31918,31994_31918
31995,32302,31995_32302
31995,31868,31995_31868
31996,30769,31996_30769
31996,32303,31996_32303
31997,31528,31997_31528
31997,42934,31997_42934
31998,32215,31998_32215
31998,40766,31998_40766
31998,32083,31998_32083
31999,30799,31999_30799
31999,36487,31999_36487
31999,30837,31999_30837
32000,30868,32000_30868
32000,43381,32000_43381
32001,42958,32001_42958
32001,30865,32001_30865
32002,41607,32002_41607
32002,31441,32002_31441
32003,32108,32003_32108
32003,32229,32003_32229
32004,31088,32004_31088
32004,42695,32004_42695
32004,31945,32004_31945
32005,30961,32005_30961
32005,42959,32005_42959
32006,32124,32006_32124
32006,31976,32006_31976
32007,32324,32007_32324
32007,32124,32007_32124
32008,32129,32008_32129
32008,39186,32008_39186
32008,30998,32008_30998
32009,32325,32009_32325
32009,39557,32009_39557
32009,30857,32009_30857
32010,42715,32010_42715
32010,32326,32010_32326
32011,32327,32011_32327
32011,30918,32011_30918
32012,30956,32012_30956
32012,32198,32012_32198
32013,32335,32013_32335
32013,30867,32013_30867
32014,31841,32014_31841
32014,31478,32014_31478
32015,36763,32015_36763
32015,32333,32015_32333
32015,36152,32015_36152
32016,32322,32016_32322
32016,31175,32016_31175
32017,31151,32017_31151
32017,31002,32017_31002
32018,31816,32018_31816
32018,32204,32018_32204
32018,43706,32018_43706
32019,31213,32019_31213
32019,42961,32019_42961
32020,30946,32020_30946
32020,30552,32020_30552
32021,31952,32021_31952
32021,41170,32021_41170
32021,30880,32021_30880
32022,36513,32022_36513
32022,31988,32022_31988
32022,42962,32022_42962
32023,36026,32023_36026
32023,30966,32023_30966
32023,37074,32023_37074
32024,30715,32024_30715
32024,43006,32024_43006
32025,31822,32025_31822
32025,42114,32025_42114
32025,32241,32025_32241
32026,30553,32026_30553
32026,31220,32026_31220
32027,31901,32027_31901
32027,31822,32027_31822
32028,32353,32028_32353
32028,31832,32028_31832
32029,32356,32029_32356
32029,30748,32029_30748
32030,32055,32030_32055
32030,30828,32030_30828
32031,30758,32031_30758
32031,31084,32031_31084
32032,32282,32032_32282
32032,30881,32032_30881
32033,31160,32033_31160
32033,32406,32033_32406
32034,41553,32034_41553
32034,42963,32034_42963
32035,32101,32035_32101
32035,30755,32035_30755
32036,41500,32036_41500
32036,30877,32036_30877
32037,31781,32037_31781
32037,32039,32037_32039
32038,42928,32038_42928
32038,42964,32038_42964
32039,35818,32039_35818
32039,32037,32039_32037
32039,31150,32039_31150
32040,31015,32040_31015
32040,31776,32040_31776
32041,42767,32041_42767
32041,30746,32041_30746
32042,32290,32042_32290
32042,31018,32042_31018
32043,31773,32043_31773
32043,31012,32043_31012
32043,34981,32043_34981
32044,30776,32044_30776
32044,30751,32044_30751
32045,42965,32045_42965
32045,31039,32045_31039
32046,32048,32046_32048
32046,40510,32046_40510
32046,32052,32046_32052
32046,35070,32046_35070
32047,31038,32047_31038
32047,30932,32047_30932
32048,36382,32048_36382
32048,32046,32048_32046
32049,31185,32049_31185
32049,32268,32049_32268
32049,41088,32049_41088
32050,30991,32050_30991
32050,43344,32050_43344
32051,37445,32051_37445
32051,30805,32051_30805
32051,31033,32051_31033
32052,32046,32052_32046
32052,41504,32052_41504
32053,31440,32053_31440
32053,30798,32053_30798
32054,30998,32054_30998
32054,32365,32054_32365
32055,35977,32055_35977
32055,42966,32055_42966
32055,32030,32055_32030
32056,30887,32056_30887
32056,33730,32056_33730
32057,32361,32057_32361
32057,30767,32057_30767
32058,32471,32058_32471
32058,39650,32058_39650
32058,42968,32058_42968
32059,32297,32059_32297
32059,31530,32059_31530
32060,31027,32060_31027
32060,38760,32060_38760
32060,32061,32060_32061
32060,38745,32060_38745
32061,32060,32061_32060
32061,30888,32061_30888
32062,32065,32062_32065
32062,38738,32062_38738
32063,32250,32063_32250
32063,32064,32063_32064
32064,32063,32064_32063
32064,32248,32064_32248
32065,30888,32065_30888
32065,32062,32065_32062
32066,32507,32066_32507
32066,30801,32066_30801
32066,31194,32066_31194
32067,31228,32067_31228
32067,30801,32067_30801
32068,42994,32068_42994
32068,31932,32068_31932
32069,32070,32069_32070
32069,30961,32069_30961
32070,32499,32070_32499
32070,35709,32070_35709
32070,31720,32070_31720
32070,32069,32070_32069
32071,42969,32071_42969
32071,41664,32071_41664
32072,30734,32072_30734
32072,40244,32072_40244
32072,31825,32072_31825
32073,32219,32073_32219
32073,32088,32073_32088
32074,31514,32074_31514
32074,31865,32074_31865
32075,42970,32075_42970
32075,31844,32075_31844
32076,32148,32076_32148
32076,42971,32076_42971
32077,37195,32077_37195
32077,32149,32077_32149
32077,32269,32077_32269
32078,31857,32078_31857
32078,32079,32078_32079
32079,32078,32079_32078
32079,31213,32079_31213
32080,32184,32080_32184
32080,31857,32080_31857
32081,32197,32081_32197
32081,32120,32081_32120
32082,32204,32082_32204
32082,32193,32082_32193
32083,31998,32083_31998
32083,30565,32083_30565
32084,31840,32084_31840
32084,32085,32084_32085
32085,32084,32085_32084
32085,31804,32085_31804
32086,32232,32086_32232
32086,38080,32086_38080
32086,31295,32086_31295
32087,32152,32087_32152
32087,31476,32087_31476
32088,32073,32088_32073
32088,42973,32088_42973
32088,31007,32088_31007
32089,31836,32089_31836
32089,31170,32089_31170
32090,31168,32090_31168
32090,31960,32090_31960
32091,42505,32091_42505
32091,31985,32091_31985
32092,41624,32092_41624
32092,30870,32092_30870
32093,31973,32093_31973
32093,31795,32093_31795
32093,42974,32093_42974
32094,41510,32094_41510
32094,31545,32094_31545
32094,36868,32094_36868
32095,42782,32095_42782
32095,31093,32095_31093
32096,31943,32096_31943
32096,32467,32096_32467
32097,30555,32097_30555
32097,43368,32097_43368
32097,40377,32097_40377
32098,31873,32098_31873
32098,31157,32098_31157
32099,41672,32099_41672
32099,30712,32099_30712
32100,31112,32100_31112
32100,31896,32100_31896
32101,42963,32101_42963
32101,32035,32101_32035
32102,30960,32102_30960
32102,30379,32102_30379
32103,38808,32103_38808
32103,36152,32103_36152
32104,32110,32104_32110
32104,31546,32104_31546
32105,31957,32105_31957
32105,31285,32105_31285
32106,30984,32106_30984
32106,41564,32106_41564
32107,42945,32107_42945
32107,30497,32107_30497
32107,32848,32107_32848
32108,32312,32108_32312
32108,32003,32108_32003
32109,31111,32109_31111
32109,32110,32109_32110
32110,32109,32110_32109
32110,34529,32110_34529
32110,32104,32110_32104
32111,30876,32111_30876
32111,30950,32111_30950
32112,32248,32112_32248
32112,31211,32112_31211
32113,38816,32113_38816
32113,43000,32113_43000
32114,31540,32114_31540
32114,30776,32114_30776
