ANode,BNode,LinkID
60118,60178,60118_60178
60119,60193,60119_60193
60119,61322,60119_61322
60119,60177,60119_60177
60120,60185,60120_60185
60120,60250,60120_60250
60121,60116,60121_60116
60121,60095,60121_60095
60122,60214,60122_60214
60122,60101,60122_60101
60123,60096,60123_60096
60123,60213,60123_60213
60124,60101,60124_60101
60124,60201,60124_60201
60125,60156,60125_60156
60125,61554,60125_61554
60125,60190,60125_60190
60126,60240,60126_60240
60126,60186,60126_60186
60127,61662,60127_61662
60127,61770,60127_61770
60128,61647,60128_61647
60128,60227,60128_60227
60129,61770,60129_61770
60129,60248,60129_60248
60130,60238,60130_60238
60130,61281,60130_61281
60130,60214,60130_60214
60131,61635,60131_61635
60131,61466,60131_61466
60132,61015,60132_61015
60132,60212,60132_60212
60132,60241,60132_60241
60133,60115,60133_60115
60133,60151,60133_60151
60134,60250,60134_60250
60134,60194,60134_60194
60135,60103,60135_60103
60135,60104,60135_60104
60136,60205,60136_60205
60136,60174,60136_60174
60137,60145,60137_60145
60138,61621,60138_61621
60138,60152,60138_60152
60139,60028,60139_60028
60140,61193,60140_61193
60140,60210,60140_60210
60141,60186,60141_60186
60141,61603,60141_61603
60142,60270,60142_60270
60143,60218,60143_60218
60143,60081,60143_60081
60144,60200,60144_60200
60144,60956,60144_60956
60145,60191,60145_60191
60145,61445,60145_61445
60146,60141,60146_60141
60147,60008,60147_60008
60148,60077,60148_60077
60149,60027,60149_60027
60149,60147,60149_60147
60150,60163,60150_60163
60150,61635,60150_61635
60151,60133,60151_60133
60151,60140,60151_60140
60152,60138,60152_60138
60152,60076,60152_60076
60153,60161,60153_60161
60153,61144,60153_61144
60153,61407,60153_61407
60154,60548,60154_60548
60154,60175,60154_60175
60154,60114,60154_60114
60155,60174,60155_60174
60155,60933,60155_60933
60155,60173,60155_60173
60156,60247,60156_60247
60156,61554,60156_61554
60156,60125,60156_60125
60157,61113,60157_61113
60157,60189,60157_60189
60157,60216,60157_60216
60158,60106,60158_60106
60158,60928,60158_60928
60158,61558,60158_61558
60159,61503,60159_61503
60159,60161,60159_60161
60160,61421,60160_61421
60160,60271,60160_60271
60161,60159,60161_60159
60161,61144,60161_61144
60161,60153,60161_60153
60162,60220,60162_60220
60162,61184,60162_61184
60162,60221,60162_60221
60163,60102,60163_60102
60163,61116,60163_61116
60163,60150,60163_60150
60164,60223,60164_60223
60164,61175,60164_61175
60164,60184,60164_60184
60165,60183,60165_60183
60165,61130,60165_61130
60165,60239,60165_60239
60166,61643,60166_61643
60166,60102,60166_60102
60167,60085,60167_60085
60167,61606,60167_61606
60167,60168,60167_60168
60168,60167,60168_60167
60168,60269,60168_60269
60168,60683,60168_60683
60169,61645,60169_61645
60169,60146,60169_60146
60170,60087,60170_60087
60170,60240,60170_60240
60170,61782,60170_61782
60170,61645,60170_61645
60171,60086,60171_60086
60171,60084,60171_60084
60172,61653,60172_61653
60172,60721,60172_60721
60172,60107,60172_60107
60173,60155,60173_60155
60173,60933,60173_60933
60173,60175,60173_60175
60174,60136,60174_60136
60174,60155,60174_60155
60175,60173,60175_60173
60175,60154,60175_60154
60176,60225,60176_60225
60176,60230,60176_60230
60176,61570,60176_61570
60177,60119,60177_60119
60177,60118,60177_60118
60178,60118,60178_60118
60178,60181,60178_60181
60179,60213,60179_60213
60179,60112,60179_60112
60180,61435,60180_61435
60180,60229,60180_60229
60181,60178,60181_60178
60181,60387,60181_60387
60181,60222,60181_60222
60182,60948,60182_60948
60182,61663,60182_61663
60182,61646,60182_61646
60183,60097,60183_60097
60183,60165,60183_60165
60184,60164,60184_60164
60184,60016,60184_60016
60185,61631,60185_61631
60185,60120,60185_60120
60186,60126,60186_60126
60186,60142,60186_60142
60187,60228,60187_60228
60187,61647,60187_61647
60188,60221,60188_60221
60188,60215,60188_60215
60189,60190,60189_60190
60189,60157,60189_60157
60190,60125,60190_60125
60190,60189,60190_60189
60191,61445,60191_61445
60191,61652,60191_61652
60192,60231,60192_60231
60192,61441,60192_61441
60193,60194,60193_60194
60193,60119,60193_60119
60194,60134,60194_60134
60194,60961,60194_60961
60194,60193,60194_60193
60195,60107,60195_60107
60195,61674,60195_61674
60195,60082,60195_60082
60196,31898,60196_31898
60196,60083,60196_60083
60197,60807,60197_60807
60197,60268,60197_60268
60197,61650,60197_61650
60198,60239,60198_60239
60198,60027,60198_60027
60199,61661,60199_61661
60199,61743,60199_61743
60199,61658,60199_61658
60200,61648,60200_61648
60200,60144,60200_60144
60201,60124,60201_60124
60201,60244,60201_60244
60202,60108,60202_60108
60202,60097,60202_60097
60202,61593,60202_61593
60203,60237,60203_60237
60203,60246,60203_60246
60204,60206,60204_60206
60204,60205,60204_60205
60205,60518,60205_60518
60205,60204,60205_60204
60205,60136,60205_60136
60206,61649,60206_61649
60206,60204,60206_60204
60207,60264,60207_60264
60207,61649,60207_61649
60208,60209,60208_60209
60208,60228,60208_60228
60208,61261,60208_61261
60209,60249,60209_60249
60209,60208,60209_60208
60210,61633,60210_61633
60210,60103,60210_60103
60211,61014,60211_61014
60211,60236,60211_60236
60211,60110,60211_60110
60212,61650,60212_61650
60212,60132,60212_60132
60213,60123,60213_60123
60213,60179,60213_60179
60214,60130,60214_60130
60214,60122,60214_60122
60215,60188,60215_60188
60215,61651,60215_61651
60216,61113,60216_61113
60216,60157,60216_60157
60216,60217,60216_60217
60217,60216,60217_60216
60217,60218,60217_60218
60218,60217,60218_60217
60218,60081,60218_60081
60219,61652,60219_61652
60219,60220,60219_60220
60220,60219,60220_60219
60220,60162,60220_60162
60220,61361,60220_61361
60221,60162,60221_60162
60221,60188,60221_60188
60221,61285,60221_61285
60222,60181,60222_60181
60222,60117,60222_60117
60223,60245,60223_60245
60223,60164,60223_60164
60224,61424,60224_61424
60224,60093,60224_60093
60225,60229,60225_60229
60225,60176,60225_60176
60226,60590,60226_60590
60226,60245,60226_60245
60227,60128,60227_60128
60227,61653,60227_61653
60228,60208,60228_60208
60228,60187,60228_60187
60229,60180,60229_60180
60229,60225,60229_60225
60229,60615,60229_60615
60230,60176,60230_60176
60230,61000,60230_61000
60230,60231,60230_60231
60231,60230,60231_60230
60231,60192,60231_60192
60232,61654,60232_61654
60232,60265,60232_60265
60233,61655,60233_61655
60233,31427,60233_31427
60234,61656,60234_61656
60234,60237,60234_60237
60235,60083,60235_60083
60235,61774,60235_61774
60235,61657,60235_61657
60236,61658,60236_61658
60236,60211,60236_60211
60237,60234,60237_60234
60237,61146,60237_61146
60237,60203,60237_60203
60238,61659,60238_61659
60238,60130,60238_60130
60239,60165,60239_60165
60239,60198,60239_60198
60240,60170,60240_60170
60240,61660,60240_61660
60240,61782,60240_61782
60240,60126,60240_60126
60241,60132,60241_60132
60241,61661,60241_61661
60242,60117,60242_60117
60242,61662,60242_61662
60243,31915,60243_31915
60243,61280,60243_61280
60243,60100,60243_60100
60243,40587,60243_40587
60244,60201,60244_60201
60244,60247,60244_60247
60245,60226,60245_60226
60245,60223,60245_60223
60246,60203,60246_60203
60246,61660,60246_61660
60247,60244,60247_60244
60247,60156,60247_60156
60248,60129,60248_60129
60248,61663,60248_61663
60249,60639,60249_60639
60249,60110,60249_60110
60249,60209,60249_60209
60250,60120,60250_60120
60250,60134,60250_60134
60251,60252,60251_60252
60252,61097,60252_61097
60252,61664,60252_61664
60253,60047,60253_60047
60254,60258,60254_60258
60255,60487,60255_60487
60255,60089,60255_60089
60256,60044,60256_60044
60257,60255,60257_60255
60258,60720,60258_60720
60258,60253,60258_60253
60259,60073,60259_60073
60260,60070,60260_60070
60261,60267,60261_60267
60262,61403,60262_61403
60262,60261,60262_60261
60263,61627,60263_61627
60263,60260,60263_60260
60264,60697,60264_60697
60264,60265,60264_60265
60265,60232,60265_60232
60265,60636,60265_60636
60266,60317,60266_60317
60267,60786,60267_60786
60267,60259,60267_60259
60268,60113,60268_60113
60268,60197,60268_60197
60268,60807,60268_60807
60269,60168,60269_60168
60269,61388,60269_61388
60269,61185,60269_61185
60270,61444,60270_61444
60270,60086,60270_60086
60271,60761,60271_60761
60272,60161,60272_60161
60272,60153,60272_60153
60273,61480,60273_61480
60273,60286,60273_60286
60274,60356,60274_60356
60275,60276,60275_60276
60276,61667,60276_61667
60277,60274,60277_60274
60278,60309,60278_60309
60279,61479,60279_61479
60279,60287,60279_60287
60280,60352,60280_60352
60281,60280,60281_60280
60282,61482,60282_61482
60282,60283,60282_60283
60283,60275,60283_60275
60284,61669,60284_61669
60285,61668,60285_61668
60286,60284,60286_60284
60287,60285,60287_60285
60288,60294,60288_60294
60288,60313,60288_60313
60289,60337,60289_60337
60289,60293,60289_60293
60290,60327,60290_60327
60290,33072,60290_33072
60291,60325,60291_60325
60291,60316,60291_60316
60292,33492,60292_33492
60292,60497,60292_60497
60292,60350,60292_60350
60293,60289,60293_60289
60293,61348,60293_61348
60293,60305,60293_60305
60294,60295,60294_60295
60294,60288,60294_60288
60295,61484,60295_61484
60295,60294,60295_60294
60296,60350,60296_60350
60296,60328,60296_60328
60297,60306,60297_60306
60297,60342,60297_60342
60297,61298,60297_61298
60298,60321,60298_60321
60298,60897,60298_60897
60298,60779,60298_60779
60299,60559,60299_60559
60299,60330,60299_60330
60300,60302,60300_60302
60300,61232,60300_61232
60300,60331,60300_60331
60301,34067,60301_34067
60301,60344,60301_60344
60301,40947,60301_40947
60302,60329,60302_60329
60302,60300,60302_60300
60302,61115,60302_61115
60303,60346,60303_60346
60303,61261,60303_61261
60303,60334,60303_60334
60304,61448,60304_61448
60304,60343,60304_60343
60305,60293,60305_60293
60305,60338,60305_60338
60306,60320,60306_60320
60306,60297,60306_60297
60307,60332,60307_60332
60307,60917,60307_60917
60307,60314,60307_60314
60308,60330,60308_60330
60308,60315,60308_60315
60309,60365,60309_60365
60310,60355,60310_60355
60311,50636,60311_50636
60311,61306,60311_61306
60311,60345,60311_60345
60312,61702,60312_61702
60312,60313,60312_60313
60312,60520,60312_60520
60313,61351,60313_61351
60313,60288,60313_60288
60313,60312,60313_60312
60314,60307,60314_60307
60314,51753,60314_51753
60315,60308,60315_60308
60315,61673,60315_61673
60316,60291,60316_60291
60316,50690,60316_50690
60317,60349,60317_60349
60317,61465,60317_61465
60318,61484,60318_61484
60318,60295,60318_60295
60319,61674,60319_61674
60319,60526,60319_60526
60320,60344,60320_60344
60320,61243,60320_61243
60320,60306,60320_60306
60321,60338,60321_60338
60321,60298,60321_60298
60322,60279,60322_60279
60323,60324,60323_60324
60323,60336,60323_60336
60324,60334,60324_60334
60324,60323,60324_60323
60325,60331,60325_60331
60325,60291,60325_60291
60326,61759,60326_61759
60326,50695,60326_50695
60327,33547,60327_33547
60327,61273,60327_61273
60327,60290,60327_60290
60328,60296,60328_60296
60328,61358,60328_61358
60328,60329,60328_60329
60329,60328,60329_60328
60329,60302,60329_60302
60330,60299,60330_60299
60330,60308,60330_60308
60331,60300,60331_60300
60331,60325,60331_60325
60332,61257,60332_61257
60332,60343,60332_60343
60332,60940,60332_60940
60332,60307,60332_60307
60333,60345,60333_60345
60333,60335,60333_60335
60334,60303,60334_60303
60334,60324,60334_60324
60335,60333,60335_60333
60335,61675,60335_61675
60335,61703,60335_61703
60336,60323,60336_60323
60336,60107,60336_60107
60337,61250,60337_61250
60337,60347,60337_60347
60337,60289,60337_60289
60338,60305,60338_60305
60338,60321,60338_60321
60339,60342,60339_60342
60339,61546,60339_61546
60340,51026,60340_51026
60340,60576,60340_60576
60340,60348,60340_60348
60341,60576,60341_60576
60341,61703,60341_61703
60341,61177,60341_61177
60342,60297,60342_60297
60342,60339,60342_60339
60343,60304,60343_60304
60343,60332,60343_60332
60344,60301,60344_60301
60344,60320,60344_60320
60345,60311,60345_60311
60345,60333,60345_60333
60346,61675,60346_61675
60346,60303,60346_60303
60347,61676,60347_61676
60347,60337,60347_60337
60348,60340,60348_60340
60348,61765,60348_61765
60349,61464,60349_61464
60349,61676,60349_61676
60350,60292,60350_60292
60350,60296,60350_60296
60350,36528,60350_36528
60351,61546,60351_61546
60351,60559,60351_60559
60352,60551,60352_60551
60353,61468,60353_61468
60353,60352,60353_60352
60354,60364,60354_60364
60355,61478,60355_61478
60355,60354,60355_60354
60356,60362,60356_60362
60357,61476,60357_61476
60357,60356,60357_60356
60358,60357,60358_60357
60359,61677,60359_61677
60360,60322,60360_60322
60361,60499,60361_60499
60361,61485,60361_61485
60362,61387,60362_61387
60362,60363,60362_60363
60363,61486,60363_61486
60364,60756,60364_60756
60364,61481,60364_61481
60365,60768,60365_60768
60365,60359,60365_60359
60366,60379,60366_60379
60367,60434,60367_60434
60367,61084,60367_61084
60367,60563,60367_60563
60368,60539,60368_60539
60368,60702,60368_60702
60369,60370,60369_60370
60369,60446,60369_60446
60370,60444,60370_60444
60370,60369,60370_60369
60371,60372,60371_60372
60371,60458,60371_60458
60372,60374,60372_60374
60372,60371,60372_60371
60373,60675,60373_60675
60373,60449,60373_60449
60373,60862,60373_60862
60374,60446,60374_60446
60374,60372,60374_60372
60375,60692,60375_60692
60375,61289,60375_61289
60376,61500,60376_61500
60376,60422,60376_60422
60377,61251,60377_61251
60378,61680,60378_61680
60379,60469,60379_60469
60379,60747,60379_60747
60380,61154,60380_61154
60380,60554,60380_60554
60381,60439,60381_60439
60381,61372,60381_61372
60381,60566,60381_60566
60381,60476,60381_60476
60382,60436,60382_60436
60382,60398,60382_60398
60383,60614,60383_60614
60383,60415,60383_60415
60384,61692,60384_61692
60384,60623,60384_60623
60384,60532,60384_60532
60385,60436,60385_60436
60385,60322,60385_60322
60386,60558,60386_60558
60386,61496,60386_61496
60387,60181,60387_60181
60387,60568,60387_60568
60388,60397,60388_60397
60388,60600,60388_60600
60389,60738,60389_60738
60389,60678,60389_60678
60390,61707,60390_61707
60390,61378,60390_61378
60390,60619,60390_60619
60391,60403,60391_60403
60391,60572,60391_60572
60392,60610,60392_60610
60392,61682,60392_61682
60393,60414,60393_60414
60393,61495,60393_61495
60394,60820,60394_60820
60394,61698,60394_61698
60394,60633,60394_60633
60395,60396,60395_60396
60395,60591,60395_60591
60396,60594,60396_60594
60396,61037,60396_61037
60396,60395,60396_60395
60397,60599,60397_60599
60397,60388,60397_60388
60398,60382,60398_60382
60398,60410,60398_60410
60399,60556,60399_60556
60399,60401,60399_60401
60399,61353,60399_61353
60400,60423,60400_60423
60400,61704,60400_61704
60401,60399,60401_60399
60401,61693,60401_61693
60402,60435,60402_60435
60402,60604,60402_60604
60402,60939,60402_60939
60403,60609,60403_60609
60403,60391,60403_60391
60403,60778,60403_60778
60404,60408,60404_60408
60404,60428,60404_60428
60405,61533,60405_61533
60405,60592,60405_60592
60406,60389,60406_60389
60407,61705,60407_61705
60407,60916,60407_60916
60407,60423,60407_60423
60408,60628,60408_60628
60408,60404,60408_60404
60409,60622,60409_60622
60409,60601,60409_60601
60410,60398,60410_60398
60410,60748,60410_60748
60411,60597,60411_60597
60411,60616,60411_60616
60412,60440,60412_60440
60412,60416,60412_60416
60413,60584,60413_60584
60413,60421,60413_60421
60414,60748,60414_60748
60414,60393,60414_60393
60414,61169,60414_61169
60415,60383,60415_60383
60415,60377,60415_60377
60416,60412,60416_60412
60416,61701,60416_61701
60417,61449,60417_61449
60417,61706,60417_61706
60418,60580,60418_60580
60418,60437,60418_60437
60419,36273,60419_36273
60419,60666,60419_60666
60419,61707,60419_61707
60419,61614,60419_61614
60420,61769,60420_61769
60420,60519,60420_60519
60421,61708,60421_61708
60421,60413,60421_60413
60421,60588,60421_60588
60422,60376,60422_60376
60422,60597,60422_60597
60423,60400,60423_60400
60423,60407,60423_60407
60424,60592,60424_60592
60424,60586,60424_60586
60425,60886,60425_60886
60425,60426,60425_60426
60425,60611,60425_60611
60426,61682,60426_61682
60426,60425,60426_60425
60427,50597,60427_50597
60427,51056,60427_51056
60427,60580,60427_60580
60428,61275,60428_61275
60428,60404,60428_60404
60428,61683,60428_61683
60429,60574,60429_60574
60429,61696,60429_61696
60430,60562,60430_60562
60430,61775,60430_61775
60430,61686,60430_61686
60431,60615,60431_60615
60431,60624,60431_60624
60432,60633,60432_60633
60432,50645,60432_50645
60433,60437,60433_60437
60433,60435,60433_60435
60434,61532,60434_61532
60434,60367,60434_60367
60435,60433,60435_60433
60435,51093,60435_51093
60435,60402,60435_60402
60436,60385,60436_60385
60436,60382,60436_60382
60437,60581,60437_60581
60437,60418,60437_60418
60437,60433,60437_60433
60438,60591,60438_60591
60438,60593,60438_60593
60439,60608,60439_60608
60439,60381,60439_60381
60440,60637,60440_60637
60440,60412,60440_60412
60440,60548,60440_60548
60441,35556,60441_35556
60441,60513,60441_60513
60442,60515,60442_60515
60442,60963,60442_60963
60442,61709,60442_61709
60443,60707,60443_60707
60443,34858,60443_34858
60444,60457,60444_60457
60444,60565,60444_60565
60444,60370,60444_60370
60445,60726,60445_60726
60445,60540,60445_60540
60446,60369,60446_60369
60446,60374,60446_60374
60447,61597,60447_61597
60447,61540,60447_61540
60447,60666,60447_60666
60448,60463,60448_60463
60448,60714,60448_60714
60449,60634,60449_60634
60449,60373,60449_60373
60450,60741,60450_60741
60450,60483,60450_60483
60450,60465,60450_60465
60451,60496,60451_60496
60451,61058,60451_61058
60451,61000,60451_61000
60452,50413,60452_50413
60452,50802,60452_50802
60452,60685,60452_60685
60453,61122,60453_61122
60453,60515,60453_60515
60453,60731,60453_60731
60454,60740,60454_60740
60454,61191,60454_61191
60454,60535,60454_60535
60455,60660,60455_60660
60455,60470,60455_60470
60455,60564,60455_60564
60456,60523,60456_60523
60456,60732,60456_60732
60456,60642,60456_60642
60457,60727,60457_60727
60457,60462,60457_60462
60457,60444,60457_60444
60458,60371,60458_60371
60458,60491,60458_60491
60459,60671,60459_60671
60459,61690,60459_61690
60459,61602,60459_61602
60460,60680,60460_60680
60460,60732,60460_60732
60461,60519,60461_60519
60461,36804,60461_36804
60462,60722,60462_60722
60462,60457,60462_60457
60463,60729,60463_60729
60463,60448,60463_60448
60464,60543,60464_60543
60464,35165,60464_35165
60465,60450,60465_60450
60465,60533,60465_60533
60466,61004,60466_61004
60466,61691,60466_61691
60466,60501,60466_60501
60467,34993,60467_34993
60467,60689,60467_60689
60468,60535,60468_60535
60468,60743,60468_60743
60469,60747,60469_60747
60469,60546,60469_60546
60470,61616,60470_61616
60470,60455,60470_60455
60471,60701,60471_60701
60471,60251,60471_60251
60472,60569,60472_60569
60472,60517,60472_60517
60473,60640,60473_60640
60473,61230,60473_61230
60473,60741,60473_60741
60474,61738,60474_61738
60474,60495,60474_60495
60474,60695,60474_60695
60475,60646,60475_60646
60475,51079,60475_51079
60476,60646,60476_60646
60476,60381,60476_60381
60476,60562,60476_60562
60476,61220,60476_61220
60477,60531,60477_60531
60477,60698,60477_60698
60478,61723,60478_61723
60478,60691,60478_60691
60478,60667,60478_60667
60479,60516,60479_60516
60479,60725,60479_60725
60480,60681,60480_60681
60480,60708,60480_60708
60481,60482,60481_60482
60481,60723,60481_60723
60482,60484,60482_60484
60482,60481,60482_60481
60483,60450,60483_60450
60483,60712,60483_60712
60483,61278,60483_61278
60484,60527,60484_60527
60484,60482,60484_60482
60485,60714,60485_60714
60485,61289,60485_61289
60486,61376,60486_61376
60486,60693,60486_60693
60486,61011,60486_61011
60487,60255,60487_60255
60487,60638,60487_60638
60488,61537,60488_61537
60488,61549,60488_61549
60489,60514,60489_60514
60489,60664,60489_60664
60489,61267,60489_61267
60490,60664,60490_60664
60490,60682,60490_60682
60490,60957,60490_60957
60491,60458,60491_60458
60491,60545,60491_60545
60492,60512,60492_60512
60492,60610,60492_60610
60493,60525,60493_60525
60493,60669,60493_60669
60494,60549,60494_60549
60494,60502,60494_60502
60494,60510,60494_60510
60495,61303,60495_61303
60495,61091,60495_61091
60495,60474,60495_60474
60496,51867,60496_51867
60496,60451,60496_60451
60496,60739,60496_60739
60497,60570,60497_60570
60497,60292,60497_60292
60498,60679,60498_60679
60498,60542,60498_60542
60499,61485,60499_61485
60499,60686,60499_60686
60500,60501,60500_60501
60500,60749,60500_60749
60501,60466,60501_60466
60501,60500,60501_60500
60502,60549,60502_60549
60502,61539,60502_61539
60502,60494,60502_60494
60503,60696,60503_60696
60503,60508,60503_60508
60503,60506,60503_60506
60504,60695,60504_60695
60504,60508,60504_60508
60504,60696,60504_60696
60505,61171,60505_61171
60505,60507,60505_60507
60506,60503,60506_60503
60506,61171,60506_61171
60507,60505,60507_60505
60507,50661,60507_50661
60508,60504,60508_60504
60508,60503,60508_60503
60509,60605,60509_60605
60509,60600,60509_60600
60509,60655,60509_60655
60510,60494,60510_60494
60510,60700,60510_60700
60511,35272,60511_35272
60511,60717,60511_60717
60512,60828,60512_60828
60512,60682,60512_60682
60512,60492,60512_60492
60513,60441,60513_60441
60513,61040,60513_61040
60514,60725,60514_60725
60514,60489,60514_60489
60515,60453,60515_60453
60515,60442,60515_60442
60516,61648,60516_61648
60516,60479,60516_60479
60517,60472,60517_60472
60517,60663,60517_60663
60518,60658,60518_60658
60518,60205,60518_60205
60519,60420,60519_60420
60519,61700,60519_61700
60519,60461,60519_60461
60520,60312,60520_60312
60520,61773,60520_61773
60521,60679,60521_60679
60521,60909,60521_60909
60522,60706,60522_60706
60522,60653,60522_60653
60523,60662,60523_60662
60523,60456,60523_60456
60524,60733,60524_60733
60524,61373,60524_61373
60524,61711,60524_61711
60525,60665,60525_60665
60525,60493,60525_60493
60526,60319,60526_60319
60526,61542,60526_61542
60526,61694,60526_61694
60527,60529,60527_60529
60527,60484,60527_60484
60528,61690,60528_61690
60528,60670,60528_60670
60529,60102,60529_60102
60529,60527,60529_60527
60530,60545,60530_60545
60530,61552,60530_61552
60531,60703,60531_60703
60531,60477,60531_60477
60532,60384,60532_60384
60532,60575,60532_60575
60532,60543,60532_60543
60533,61281,60533_61281
60533,60465,60533_60465
60533,60740,60533_60740
60534,60650,60534_60650
60534,61691,60534_61691
60534,61572,60534_61572
60535,60454,60535_60454
60535,61269,60535_61269
60535,60468,60535_60468
60536,60683,60536_60683
60536,60868,60536_60868
60536,61709,60536_61709
60537,60567,60537_60567
60537,60539,60537_60539
60538,35090,60538_35090
60538,61616,60538_61616
60539,60537,60539_60537
60539,60368,60539_60368
60540,60445,60540_60445
60540,60647,60540_60647
60541,60652,60541_60652
60541,60699,60541_60699
60542,60498,60542_60498
60542,60660,60542_60660
60543,60532,60543_60532
60543,60464,60543_60464
60544,61713,60544_61713
60544,61692,60544_61692
60545,61238,60545_61238
60545,60491,60545_60491
60545,60530,60545_60530
60546,60469,60546_60469
60546,61391,60546_61391
60547,60745,60547_60745
60547,60675,60547_60675
60548,60440,60548_60440
60548,60154,60548_60154
60549,60561,60549_60561
60549,60502,60549_60502
60549,60494,60549_60494
60550,60415,60550_60415
60550,60377,60550_60377
60551,60385,60551_60385
60551,60360,60551_60360
60552,61494,60552_61494
60552,60625,60552_60625
60553,61491,60553_61491
60553,61499,60553_61499
60554,60984,60554_60984
60554,61096,60554_61096
60555,60595,60555_60595
60555,36274,60555_36274
60556,40830,60556_40830
60556,60399,60556_60399
60556,60596,60556_60596
60557,61693,60557_61693
60557,60558,60557_60558
60558,60557,60558_60557
60558,60837,60558_60837
60558,60386,60558_60386
60559,60351,60559_60351
60559,60299,60559_60299
60559,61712,60559_61712
60560,60721,60560_60721
60560,60368,60560_60368
60560,60702,60560_60702
60561,61694,60561_61694
60561,60549,60561_60549
60562,60476,60562_60476
60562,60566,60562_60566
60562,60430,60562_60430
60563,60367,60563_60367
60563,61531,60563_61531
60564,60455,60564_60455
60564,60668,60564_60668
60565,60444,60565_60444
60565,61040,60565_61040
60566,60381,60566_60381
60566,60562,60566_60562
60567,60645,60567_60645
60567,60537,60567_60537
60568,60387,60568_60387
60568,61697,60568_61697
60569,61499,60569_61499
60569,60472,60569_60472
60570,60723,60570_60723
60570,60497,60570_60497
60571,61681,60571_61681
60571,61295,60571_61295
60572,60391,60572_60391
60572,61617,60572_61617
60572,60573,60572_60573
60573,60572,60573_60572
60573,61695,60573_61695
60574,60632,60574_60632
60574,60429,60574_60429
60575,60532,60575_60532
60575,35898,60575_35898
60576,60340,60576_60340
60576,60341,60576_60341
60576,60627,60576_60627
60577,61696,60577_61696
60577,60623,60577_60623
60578,61714,60578_61714
60578,61698,60578_61698
60579,61697,60579_61697
60579,60605,60579_60605
60580,60427,60580_60427
60580,60418,60580_60418
60581,60437,60581_60437
60581,60602,60581_60602
60582,50598,60582_50598
60582,60631,60582_60631
60583,60629,60583_60629
60583,61135,60583_61135
60584,60585,60584_60585
60584,60413,60584_60413
60585,60631,60585_60631
60585,60584,60585_60584
60586,60424,60586_60424
60586,61704,60586_61704
60587,60620,60587_60620
60587,61769,60587_61769
60587,60610,60587_60610
60588,60421,60588_60421
60588,60589,60588_60589
60589,60588,60589_60588
60589,60606,60589_60606
60590,52157,60590_52157
60590,60622,60590_60622
60590,60226,60590_60226
60590,60016,60590_60016
60591,60395,60591_60395
60591,61104,60591_61104
60591,60438,60591_60438
60592,60405,60592_60405
60592,60424,60592_60424
60593,60438,60593_60438
60593,35987,60593_35987
60593,43729,60593_43729
60594,61699,60594_61699
60594,60396,60594_60396
60595,61529,60595_61529
60595,38908,60595_38908
60595,60555,60595_60555
60595,61019,60595_61019
60596,36107,60596_36107
60596,60556,60596_60556
60597,60422,60597_60422
60597,60411,60597_60411
60598,61700,60598_61700
60598,61545,60598_61545
60598,61295,60598_61295
60599,61324,60599_61324
60599,60612,60599_60612
60599,60397,60599_60397
60600,60388,60600_60388
60600,60509,60600_60509
60601,60409,60601_60409
60601,61309,60601_61309
60601,61708,60601_61708
60602,60581,60602_60581
60602,50008,60602_50008
60603,60606,60603_60606
60603,60607,60603_60607
60604,60402,60604_60402
60604,61457,60604_61457
60605,60579,60605_60579
60605,60509,60605_60509
60605,60710,60605_60710
60606,60589,60606_60589
60606,60603,60606_60603
60607,61086,60607_61086
60607,60603,60607_60603
60607,60621,60607_60621
60608,61534,60608_61534
60608,61236,60608_61236
60608,60439,60608_60439
60609,61701,60609_61701
60609,60403,60609_60403
60610,60492,60610_60492
60610,60587,60610_60587
60610,60392,60610_60392
60611,60425,60611_60425
60611,61320,60611_61320
60611,60630,60611_60630
60612,61536,60612_61536
60612,60599,60612_60599
60613,60625,60613_60625
60613,61535,60613_61535
60614,61151,60614_61151
60614,61705,60614_61705
60614,60383,60614_60383
60615,60229,60615_60229
60615,60431,60615_60431
60616,60411,60616_60411
60616,61699,60616_61699
60617,61498,60617_61498
60617,61528,60617_61528
60618,61045,60618_61045
60618,61529,60618_61529
60618,61019,60618_61019
60618,61530,60618_61530
60619,60390,60619_60390
60619,61530,60619_61530
60619,61197,60619_61197
60620,61531,60620_61531
60620,60587,60620_60587
60621,60607,60621_60607
60621,61532,60621_61532
60622,60590,60622_60590
60622,60409,60622_60409
60623,60577,60623_60577
60623,60384,60623_60384
60624,60431,60624_60431
60624,60626,60624_60626
60625,61494,60625_61494
60625,60613,60625_60613
60626,60624,60626_60624
60626,61568,60626_61568
60626,61715,60626_61715
60627,60576,60627_60576
60627,61534,60627_61534
60628,61535,60628_61535
60628,60408,60628_60408
60629,61683,60629_61683
60629,60583,60629_60583
60629,61728,60629_61728
60630,60883,60630_60883
60630,60611,60630_60611
60630,61536,60630_61536
60631,60582,60631_60582
60631,60585,60631_60585
60632,61686,60632_61686
60632,60574,60632_60574
60633,60394,60633_60394
60633,61725,60633_61725
60633,60432,60633_60432
60634,35587,60634_35587
60634,60449,60634_60449
60635,60743,60635_60743
60635,60713,60635_60713
60636,60207,60636_60207
60636,61537,60636_61537
60637,60638,60637_60638
60637,60440,60637_60440
60638,60487,60638_60487
60638,60637,60638_60637
60639,61370,60639_61370
60639,60249,60639_60249
60640,61659,60640_61659
60640,60473,60640_60473
60641,60694,60641_60694
