Stop_ID,SATURN_Node
700000000393,51926
700000000394,50725
700000000395,51926
700000000396,52020
700000000397,50648
700000000398,52096
700000000399,52091
700000000400,50113
700000000401,52091
700000000402,80115
700000000403,51019
700000000405,52092
700000000406,80119
700000000407,50678
700000000408,80119
700000000409,50361
700000000410,50093
700000000411,51532
700000000413,50112
700000000415,51527
700000000416,80122
700000000417,51527
700000000418,50344
700000000419,51022
700000000420,50359
700000000421,52085
700000000422,80122
700000000423,51529
700000000425,51507
700000000427,51515
700000000428,80120
700000000429,51505
700000000430,80118
700000000431,52135
700000000433,50155
700000000435,51515
700000000436,51201
700000000437,51515
700000000438,50683
700000000439,51515
700000000441,51515
700000000442,50692
700000000443,50742
700000000445,50964
700000000446,50943
700000000447,80106
700000000448,50698
700000000449,51551
700000000450,50700
700000000451,50765
700000000452,51242
700000000453,50152
700000000455,50750
700000000456,51288
700000000457,50750
700000000458,50124
700000000459,36814
700000000460,50124
700000000461,50125
700000000463,50125
700000000465,51021
700000000466,52044
700000000467,51021
700000000469,50363
700000000470,52045
700000000471,50363
700000000473,51021
700000000474,52046
700000000475,51021
700000000476,51242
700000000477,33701
700000000478,50700
700000000479,50718
700000000481,50718
700000000482,50113
700000000483,34007
700000000484,50941
700000000485,50125
700000000487,50730
700000000488,50692
700000000489,50730
700000000490,50104
700000000491,50750
700000000492,50344
700000000493,50750
700000000495,50152
700000000496,80121
700000000497,50765
700000000499,50394
700000000501,52114
700000000502,51312
700000000503,52113
700000000504,52063
700000000505,50164
700000000506,52061
700000000507,50762
700000000509,51556
700000000511,50737
700000000512,80113
700000000513,50237
700000000515,50957
700000000516,50971
700000000517,50726
700000000519,50719
700000000520,52064
700000000521,50714
700000000522,52065
700000000523,50714
700000000525,50110
700000000526,51312
700000000527,50110
700000000528,80121
700000000529,50110
700000000531,50110
700000000532,52096
700000000533,50689
700000000534,52020
700000000535,50938
700000000536,50233
700000000537,50938
700000000538,50016
700000000539,50689
700000000540,52100
700000000541,50110
700000000542,52102
700000000543,50110
700000000544,52103
700000000545,50714
700000000546,50487
700000000547,50714
700000000548,50493
700000000549,50714
700000000550,50496
700000000551,50375
700000000552,50496
700000000553,50375
700000000554,51731
700000000555,50948
700000000556,50264
700000000557,50948
700000000558,51938
700000000559,50948
700000000560,50860
700000000561,50114
700000000562,52104
700000000563,50114
700000000564,52105
700000000565,50948
700000000566,52105
700000000567,50948
700000000568,52106
700000000569,50948
700000000570,50520
700000000571,50375
700000000572,50864
700000000573,50719
700000000574,50526
700000000575,50726
700000000576,50866
700000000577,50957
700000000578,50271
700000000579,50738
700000000580,50271
700000000581,50748
700000000582,50866
700000000583,50748
700000000584,52106
700000000585,50164
700000000586,52105
700000000587,52114
700000000588,52105
700000000589,50127
700000000590,52105
700000000591,51941
700000000592,52104
700000000593,51941
700000000594,51938
700000000595,51005
700000000596,50266
700000000597,51005
700000000598,51731
700000000599,50715
700000000600,50496
700000000601,51941
700000000602,38710
700000000603,50127
700000000604,50496
700000000605,50121
700000000606,51697
700000000607,50121
700000000608,50487
700000000609,50697
700000000610,52103
700000000611,50697
700000000612,52102
700000000613,50697
700000000614,52100
700000000615,50697
700000000616,52100
700000000617,50697
700000000618,52100
700000000619,50121
700000000620,50016
700000000621,50121
700000000622,50249
700000000623,50123
700000000624,51683
700000000625,51582
700000000626,50254
700000000627,50140
700000000628,50481
700000000629,50965
700000000630,50481
700000000631,50965
700000000632,51037
700000000633,50965
700000000634,50255
700000000635,50965
700000000636,50255
700000000637,50140
700000000638,51375
700000000639,52138
700000000640,51375
700000000641,50801
700000000642,51375
700000000643,50173
700000000644,34007
700000000645,50172
700000000646,51370
700000000647,50165
700000000648,50505
700000000649,50159
700000000650,51367
700000000651,50760
700000000652,51341
700000000653,50963
700000000654,50267
700000000655,50963
700000000656,51335
700000000657,50740
700000000658,51349
700000000659,52075
700000000660,51349
700000000661,50215
700000000662,51349
700000000663,51561
700000000664,51349
700000000665,50727
700000000666,51335
700000000667,52159
700000000668,51341
700000000669,52159
700000000670,51341
700000000671,50127
700000000672,51367
700000000673,50123
700000000674,51367
700000000675,52054
700000000676,51370
700000000677,52053
700000000678,51038
700000000679,50716
700000000680,51375
700000000681,50716
700000000682,51375
700000000683,50130
700000000684,50255
700000000685,50130
700000000686,51037
700000000687,50723
700000000688,50481
700000000689,50723
700000000690,50254
700000000691,50717
700000000692,51683
700000000693,50717
700000000694,50249
700000000695,50717
700000000696,50840
700000000697,50717
700000000698,41830
700000000699,51586
700000000700,50254
700000000701,51586
700000000702,50847
700000000703,50958
700000000704,50847
700000000705,33102
700000000706,51724
700000000708,51724
700000000710,51724
700000000712,50494
700000000714,50498
700000000715,50958
700000000716,51730
700000000717,51586
700000000718,51012
700000000719,50717
700000000720,51734
700000000721,50717
700000000722,51734
700000000723,50717
700000000724,51013
700000000725,50723
700000000726,51013
700000000727,50723
700000000728,51740
700000000729,50130
700000000730,51740
700000000731,50130
700000000732,51740
700000000733,50716
700000000734,51740
700000000735,50716
700000000736,51740
700000000737,50117
700000000738,51740
700000000739,52054
700000000740,51013
700000000741,50123
700000000742,51013
700000000743,52159
700000000744,51734
700000000745,50727
700000000746,51734
700000000747,51561
700000000748,51012
700000000749,52075
700000000750,51730
700000000751,51562
700000000752,50498
700000000754,50494
700000000755,50963
700000000756,51724
700000000757,50760
700000000758,51724
700000000759,50764
700000000760,51724
700000000761,50165
700000000762,50847
700000000763,50172
700000000764,50847
700000000765,50172
700000000766,50254
700000000767,51673
700000000768,51857
700000000769,50801
700000000770,50455
700000000771,52138
700000000772,50535
700000000773,51596
700000000774,51182
700000000775,50164
700000000776,51182
700000000777,50159
700000000778,50027
700000000779,50159
700000000780,50537
700000000781,50766
700000000782,50537
700000000783,51564
700000000784,51073
700000000785,50167
700000000786,50027
700000000787,50167
700000000788,50535
700000000789,50770
700000000790,50867
700000000791,50392
700000000792,51033
700000000793,51576
700000000794,50821
700000000795,50191
700000000796,50434
700000000797,51576
700000000798,50230
700000000799,50392
700000000800,52099
700000000801,50770
700000000802,50436
700000000803,50167
700000000804,50437
700000000805,51564
700000000806,51413
700000000807,51564
700000000808,50236
700000000809,50766
700000000810,50236
700000000811,50159
700000000812,50243
700000000813,50159
700000000814,50243
700000000815,50186
700000000816,50441
700000000817,61182
700000000818,50441
700000000819,50771
700000000820,50441
700000000821,50761
700000000822,51324
700000000823,50140
700000000824,50244
700000000825,50140
700000000826,50837
700000000827,50140
700000000828,50441
700000000829,50761
700000000830,51319
700000000831,50761
700000000832,50245
700000000833,50771
700000000834,51319
700000000835,60069
700000000836,50837
700000000837,50771
700000000838,50242
700000000839,51582
700000000840,50441
700000000841,60052
700000000842,50244
700000000843,51582
700000000844,50244
700000000845,51582
700000000846,51980
700000000847,51582
700000000848,51980
700000000849,51582
700000000850,51980
700000000851,51582
700000000852,51980
700000000853,51582
700000000854,51980
700000000855,50176
700000000856,51980
700000000857,50176
700000000858,51980
700000000859,50176
700000000860,51980
700000000861,51594
700000000862,51980
700000000863,51594
700000000864,51980
700000000865,51593
700000000866,51980
700000000867,50180
700000000868,50244
700000000869,52124
700000000870,50244
700000000872,50243
700000000873,50793
700000000874,50473
700000000875,52126
700000000876,50473
700000000877,50191
700000000878,50474
700000000880,51328
700000000881,51604
700000000882,51328
700000000883,52126
700000000884,51328
700000000886,51351
700000000887,50793
700000000888,51351
700000000889,52124
700000000890,50483
700000000891,50127
700000000892,50257
700000000894,50259
700000000895,50982
700000000896,50259
700000000898,51356
700000000899,52123
700000000900,50260
700000000902,50260
700000000903,50176
700000000904,51333
700000000906,51333
700000000907,80125
700000000908,51332
700000000909,50787
700000000910,51332
700000000911,52127
700000000912,51332
700000000913,52127
700000000914,51719
700000000916,51719
700000000917,80128
700000000918,50235
700000000919,80129
700000000920,50445
700000000921,80129
700000000922,51416
700000000923,51870
700000000924,52057
700000000926,51401
700000000927,50180
700000000928,51401
700000000929,52127
700000000930,52059
700000000931,50787
700000000932,50467
700000000934,50472
700000000935,80125
700000000936,51333
700000000938,51333
700000000939,52131
700000000940,51333
700000000942,51333
700000000943,52123
700000000944,51333
700000000946,51333
700000000947,50784
700000000948,50260
700000000949,50784
700000000950,51356
700000000952,50259
700000000953,51573
700000000954,50259
700000000955,50392
700000000956,51008
700000000957,50135
700000000958,51008
700000000959,50135
700000000960,50492
700000000961,50135
700000000962,50492
700000000963,50135
700000000964,51010
700000000965,50375
700000000966,51364
700000000967,50375
700000000968,51345
700000000969,50726
700000000970,50853
700000000971,61251
700000000972,50511
700000000973,50730
700000000974,51345
700000000975,50726
700000000976,52033
700000000977,50961
700000000978,51349
700000000979,51496
700000000980,51349
700000000981,50133
700000000982,50508
700000000983,51509
700000000984,50508
700000000985,51519
700000000986,51010
700000000987,50713
700000000988,50492
700000000989,50373
700000000990,51008
700000000991,50373
700000000992,50259
700000000993,51521
700000000994,50257
700000000995,50108
700000000996,51351
700000000997,51521
700000000998,51351
700000000999,50373
700000001000,51328
700000001001,52117
700000001002,51328
700000001003,50713
700000001004,51328
700000001005,51509
700000001006,50474
700000001007,50133
700000001008,50473
700000001009,51496
700000001010,50243
700000001011,51494
700000001012,50243
700000001013,50141
700000001014,50243
700000001016,50236
700000001017,51695
700000001018,50236
700000001019,51693
700000001020,50232
700000001021,50941
700000001022,50437
700000001023,50491
700000001024,50436
700000001025,50491
700000001026,52099
700000001027,51685
700000001028,50230
700000001029,51685
700000001030,50434
700000001031,50504
700000001032,52038
700000001033,50504
700000001034,50226
700000001035,51690
700000001036,50472
700000001037,51690
700000001038,50464
700000001039,51016
700000001040,52058
700000001041,50852
700000001042,51407
700000001043,50510
700000001044,52057
700000001045,50510
700000001046,51416
700000001047,50510
700000001048,50448
700000001049,50510
700000001050,50444
700000001051,50510
700000001052,51719
700000001053,50510
700000001054,50458
700000001055,50510
700000001056,51399
700000001057,51016
700000001058,50468
700000001059,51687
700000001060,51034
700000001061,50504
700000001062,50479
700000001063,51685
700000001064,51378
700000001065,50941
700000001066,51378
700000001067,51695
700000001068,51378
700000001069,51498
700000001070,50490
700000001071,50122
700000001072,50850
700000001073,52083
700000001075,52082
700000001076,51358
700000001077,51517
700000001078,50497
700000001079,51030
700000001080,50262
700000001081,50109
700000001082,50497
700000001083,51251
700000001084,50497
700000001085,51269
700000001086,51358
700000001087,50101
700000001088,50850
700000001089,50101
700000001090,50490
700000001091,51255
700000001092,50489
700000001093,51255
700000001094,52122
700000001095,51378
700000001096,50930
700000001097,51378
700000001098,50672
700000001099,51378
700000001100,50669
700000001102,52121
700000001103,50477
700000001104,51249
700000001105,50468
700000001106,51253
700000001107,50468
700000001108,50657
700000001109,50458
700000001110,50095
700000001111,50252
700000001112,50095
700000001113,51385
700000001114,50929
700000001115,51383
700000001116,50929
700000001117,51035
700000001118,50100
700000001119,50482
700000001120,50100
700000001121,51380
700000001122,51245
700000001123,50489
700000001124,50688
700000001125,50489
700000001126,51247
700000001127,50482
700000001128,51247
700000001129,51035
700000001130,51247
700000001131,51383
700000001132,51247
700000001133,50252
700000001134,50688
700000001135,50018
700000001136,51245
700000001137,51726
700000001138,50100
700000001139,51726
700000001140,50100
700000001141,52139
700000001142,50095
700000001143,52139
700000001144,50657
700000001145,52139
700000001146,50657
700000001147,52139
700000001148,51253
700000001149,51726
700000001150,51249
700000001151,50018
700000001152,50669
700000001153,51387
700000001154,50672
700000001155,51387
700000001156,50672
700000001157,51721
700000001158,50930
700000001159,50842
700000001160,50343
700000001161,50252
700000001162,51255
700000001163,38754
700000001164,50101
700000001165,51036
700000001166,51269
700000001167,51374
700000001168,50109
700000001169,52051
700000001170,51030
700000001171,50993
700000001172,51517
700000001173,50993
700000001174,51517
700000001175,50503
700000001176,51517
700000001177,52049
700000001178,50858
700000001179,52083
700000001180,52048
700000001181,52035
700000001182,50516
700000001183,50133
700000001184,50270
700000001185,50084
700000001186,51737
700000001187,51912
700000001188,50138
700000001189,52047
700000001190,50731
700000001191,50523
700000001192,90103
700000001193,50528
700000001194,50720
700000001195,50528
700000001196,51272
700000001197,51337
700000001198,51272
700000001199,51337
700000001200,50708
700000001201,51337
700000001202,50708
700000001203,51337
700000001204,51031
700000001205,50274
700000001206,51031
700000001207,50276
700000001208,52074
700000001209,50277
700000001210,52074
700000001211,50279
700000001212,50684
700000001213,50554
700000001214,90102
700000001215,52140
700000001216,51262
700000001217,51044
700000001218,51262
700000001219,51044
700000001220,50881
700000001221,51263
700000001222,50881
700000001223,51262
700000001224,50881
700000001225,51262
700000001226,50282
700000001227,51262
700000001228,51263
700000001229,51044
700000001230,51262
700000001231,51044
700000001232,50934
700000001233,52140
700000001234,52118
700000001235,50279
700000001236,51214
700000001237,50279
700000001238,52134
700000001239,50277
700000001240,52134
700000001241,51380
700000001242,50092
700000001243,50257
700000001244,50652
700000001245,50276
700000001246,50652
700000001247,50274
700000001248,52072
700000001249,50274
700000001250,50644
700000001251,51337
700000001252,50644
700000001253,51337
700000001254,50644
700000001255,51337
700000001256,51801
700000001257,51337
700000001258,50652
700000001259,50528
700000001260,50652
700000001261,50528
700000001262,90101
700000001263,50528
700000001264,51216
700000001265,52047
700000001266,52134
700000001267,52047
700000001268,51214
700000001269,51737
700000001270,51214
700000001271,50270
700000001272,50100
700000001273,50516
700000001274,50934
700000001275,52048
700000001276,51262
700000001277,50858
700000001278,90102
700000001279,52049
700000001280,50684
700000001281,50499
700000001282,50107
700000001283,50993
700000001284,52074
700000001285,50993
700000001286,52074
700000001287,52051
700000001288,51031
700000001289,52051
700000001290,50708
700000001291,52052
700000001292,50708
700000001293,51036
700000001294,51272
700000001295,50018
700000001296,50720
700000001297,50842
700000001298,90103
700000001299,51721
700000001300,51492
700000001301,51387
700000001302,50731
700000001303,52108
700000001304,50138
700000001305,52107
700000001306,51912
700000001307,50529
700000001308,51473
700000001309,51742
700000001310,51464
700000001311,51742
700000001312,50144
700000001313,51058
700000001314,51460
700000001315,51058
700000001316,51300
700000001317,51058
700000001318,51300
700000001319,50274
700000001320,50382
700000001321,50274
700000001322,42895
700000001323,51058
700000001324,51058
700000001325,50734
700000001326,51058
700000001327,50733
700000001328,51742
700000001329,50142
700000001330,51742
700000001331,50142
700000001332,50529
700000001333,50134
700000001334,50529
700000001335,38750
700000001336,52108
700000001337,39644
700000001338,50868
700000001339,51277
700000001340,51186
700000001341,50111
700000001342,50275
700000001343,52076
700000001344,50275
700000001345,50145
700000001346,51173
700000001347,50145
700000001348,51173
700000001349,51496
700000001350,50275
700000001351,51286
700000001352,50275
700000001353,50111
700000001354,51186
700000001355,51280
700000001356,50875
700000001357,39644
700000001358,52110
700000001359,50128
700000001360,50880
700000001361,50378
700000001362,50560
700000001363,50378
700000001364,50556
700000001365,50145
700000001366,50556
700000001367,50145
700000001368,50029
700000001369,52076
700000001370,50555
700000001371,50382
700000001372,50555
700000001373,51300
700000001374,50048
700000001375,50048
700000001376,51300
700000001377,50570
700000001378,51460
700000001379,50570
700000001380,50144
700000001381,50573
700000001382,51464
700000001383,50584
700000001384,51473
700000001385,50585
700000001386,51052
700000001387,51052
700000001388,51050
700000001389,50573
700000001390,50570
700000001391,50048
700000001392,50555
700000001393,50555
700000001394,50029
700000001395,50556
700000001396,50556
700000001397,50560
700000001398,50880
700000001399,52109
700000001400,52110
700000001401,50875
700000001402,51175
700000001403,51175
700000001404,51175
700000001405,50871
700000001406,50548
700000001407,50551
700000001408,50551
700000001409,51168
700000001410,50559
700000001411,50563
700000001412,50286
700000001413,50286
700000001414,50578
700000001415,51144
700000001416,51098
700000001417,51706
700000001418,51940
700000001419,51965
700000001420,50233
700000001421,50225
700000001422,51420
700000001423,51420
700000001424,50991
700000001425,50193
700000001426,50194
700000001427,71039
700000001428,52088
700000001429,52088
700000001430,50198
700000001431,50794
700000001432,50184
700000001433,50184
700000001434,50181
700000001435,50177
700000001436,50794
700000001437,50795
700000001440,50596
700000001441,50591
700000001442,51144
700000001443,50578
700000001444,50286
700000001445,51150
700000001446,51150
700000001447,51150
700000001448,50286
700000001449,50563
700000001450,51168
700000001451,51168
700000001452,50551
700000001453,50551
700000001454,50548
700000001455,50871
700000001456,50591
700000001457,50593
700000001458,50596
700000001459,50593
700000001460,50589
700000001461,50589
700000001462,50589
700000001463,50589
700000001464,50589
700000001465,50589
700000001466,50589
700000001467,50589
700000001468,50589
700000001469,51055
700000001470,51139
700000001471,50592
700000001472,50594
700000001473,50592
700000001474,50592
700000001475,51139
700000001476,51055
700000001477,50589
700000001478,50589
700000001479,50589
700000001480,50589
700000001481,50596
700000001482,50045
700000001483,50571
700000001484,50582
700000001485,50586
700000001486,51132
700000001487,51132
700000001488,51096
700000001489,51096
700000001490,51053
700000001491,51096
700000001492,51053
700000001493,51053
700000001494,30486
700000001495,51093
700000001496,51093
700000001497,60435
700000001498,60435
700000001499,30486
700000001500,51093
700000001501,51093
700000001502,51053
700000001503,51096
700000001504,51096
700000001505,51096
700000001506,51096
700000001507,51132
700000001508,51132
700000001509,51132
700000001510,50586
700000001511,50571
700000001512,50569
700000001513,50045
700000001514,51715
700000001515,50228
700000001516,51715
700000001517,50225
700000001518,50228
700000001519,50228
700000001520,51045
700000001521,30486
700000001522,50564
700000001523,50564
700000001524,50568
700000001525,50888
700000001526,50582
700000001527,50582
700000001528,51049
700000001529,50564
700000001530,50564
700000001531,50564
700000001532,51045
700000001533,51046
700000001534,50562
700000001535,50562
700000001536,50562
700000001537,50048
700000001538,50048
700000001539,50048
700000001540,50562
700000001541,50562
700000001542,50562
700000001543,51046
700000001544,50570
700000001545,50581
700000001546,50583
700000001547,51134
700000001548,51134
700000001549,51134
700000001550,50583
700000001551,50581
700000001552,50570
700000001553,50877
700000001554,50278
700000001555,51086
700000001556,50553
700000001557,50280
700000001558,50280
700000001559,50033
700000001560,50033
700000001561,50241
700000001562,50879
700000001563,50879
700000001564,50878
700000001565,50278
700000001566,50278
700000001567,50878
700000001568,50878
700000001569,50879
700000001570,51084
700000001571,51089
700000001572,51083
700000001573,51083
700000001574,51082
700000001575,51084
700000001576,51006
700000001577,50884
700000001578,51043
700000001579,50577
700000001580,50577
700000001581,50577
700000001582,60707
700000001583,60707
700000001584,51041
700000001585,50577
700000001586,50577
700000001587,51043
700000001588,51043
700000001589,51006
700000001590,51083
700000001591,51084
700000001592,50538
700000001593,50870
700000001594,50273
700000001595,50870
700000001596,50538
700000001597,50029
700000001598,51117
700000001599,50276
700000001600,51117
700000001601,51117
700000001602,50029
700000001603,50490
700000001604,50490
700000001605,50490
700000001606,50490
700000001607,51389
700000001608,51389
700000001609,50846
700000001610,50480
700000001611,51392
700000001612,51392
700000001613,50480
700000001614,50846
700000001615,51389
700000001616,51389
700000001617,50490
700000001618,50490
700000001619,50246
700000001620,52055
700000001621,52130
700000001622,50234
700000001623,52055
700000001624,50246
700000001625,50234
700000001626,52068
700000001627,51470
700000001628,50158
700000001629,51476
700000001630,50759
700000001631,51893
700000001633,52068
700000001634,50187
700000001635,73003
700000001636,52084
700000001637,50776
700000001638,50776
700000001639,50768
700000001640,51891
700000001641,51891
700000001642,51438
700000001643,50775
700000001644,50194
700000001645,50194
700000001646,50196
700000001647,50211
700000001648,50224
700000001649,52120
700000001650,50822
700000001651,50996
700000001652,50996
700000001653,51642
700000001654,51655
700000001655,51655
700000001656,51642
700000001657,50996
700000001658,50996
700000001659,30486
700000001660,52137
700000001661,50799
700000001662,50414
700000001663,31530
700000001664,50828
700000001665,50014
700000001666,50014
700000001667,51645
700000001668,51645
700000001669,51628
700000001670,51628
700000001671,50997
700000001672,51626
700000001673,51626
700000001674,51614
700000001675,51614
700000001676,51614
700000001677,51614
700000001678,51626
700000001679,51626
700000001680,50997
700000001681,51628
700000001682,31530
700000001683,51645
700000001684,51645
700000001685,51645
700000001686,50828
700000001687,50825
700000001688,51622
700000001690,51860
700000001691,50792
700000001692,50792
700000001694,51857
700000001695,50192
700000001696,51864
700000001697,51864
700000001698,51864
700000001699,51857
700000001700,51857
700000001701,51857
700000001702,51857
700000001703,51856
700000001704,51856
700000001706,51858
700000001707,50792
700000001708,51860
700000001710,80129
700000001711,50771
700000001712,50771
700000001713,50161
700000001714,50161
700000001715,50153
700000001716,51588
700000001717,50755
700000001718,50999
700000001719,52158
700000001720,50391
700000001721,50751
700000001722,51854
700000001723,50747
700000001724,51862
700000001725,51862
700000001726,50189
700000001727,31530
700000001728,51862
700000001729,51862
700000001730,50747
700000001731,51619
700000001732,50148
700000001733,51854
700000001734,50751
700000001735,50148
700000001736,52158
700000001737,50999
700000001738,50755
700000001739,33709
700000001740,51588
700000001741,50744
700000001742,50744
700000001743,50744
700000001744,50958
700000001745,50211
700000001746,50406
700000001747,50406
700000001748,50824
700000001749,51420
700000001750,51420
700000001751,50225
700000001752,50225
700000001753,50225
700000001754,50744
700000001755,50744
700000001756,50744
700000001757,50153
700000001758,50161
700000001759,50161
700000001760,50771
700000001761,50771
700000001762,52077
700000001763,50721
700000001764,50376
700000001765,50376
700000001766,50952
700000001767,50952
700000001768,51232
700000001769,51232
700000001770,50705
700000001771,50702
700000001772,50702
700000001773,50702
700000001774,50702
700000001775,50701
700000001776,50701
700000001777,50701
700000001778,51220
700000001779,51220
700000001780,50687
700000001784,51016
700000001785,50204
700000001786,50198
700000001788,51186
700000001789,52065
700000001790,52065
700000001791,52064
700000001793,50971
700000001794,80113
700000001797,52061
700000001799,52063
700000001800,51973
700000001801,51975
700000001802,50783
700000001803,50196
700000001804,50196
700000001805,50196
700000001806,50196
700000001807,50085
700000001808,51837
700000001809,61651
700000001810,60215
700000001811,60188
700000001812,60220
700000001813,61652
700000001814,61652
700000001815,60220
700000001816,60221
700000001817,60188
